,Ano,Mes,Dia,hora,T20 Laje,T05 Ponte
3943,2015,4,9,7,23.016,23.545
3944,2015,4,9,8,22.753,23.713
3945,2015,4,9,9,22.489,24.195
3946,2015,4,9,10,22.848,24.002
3947,2015,4,9,11,22.633,24.291
3948,2015,4,9,12,22.729,24.243
3949,2015,4,9,13,22.609,24.026
3950,2015,4,9,14,22.609,23.713
3951,2015,4,9,15,22.944,23.497
3952,2015,4,9,16,22.992,23.352
3953,2015,4,9,17,23.304,23.352
3954,2015,4,9,18,23.256,23.184
3955,2015,4,9,19,23.184,23.833
3956,2015,4,9,20,23.16,23.472
3957,2015,4,9,21,22.776,23.641
3958,2015,4,9,22,22.992,24.026
3959,2015,4,9,23,23.016,23.954
3960,2015,4,10,0,23.016,24.146
3961,2015,4,10,1,23.184,24.243
3962,2015,4,10,2,22.992,24.219
3963,2015,4,10,3,22.8,23.93
3964,2015,4,10,4,23.208,23.737
3965,2015,4,10,5,23.256,23.497
3966,2015,4,10,6,23.328,23.569
3967,2015,4,10,7,23.232,23.809
3968,2015,4,10,8,23.256,23.857
3969,2015,4,10,9,22.992,23.881
3970,2015,4,10,10,23.064,24.098
3971,2015,4,10,11,22.944,24.267
3972,2015,4,10,12,22.92,24.243
3973,2015,4,10,13,22.776,23.905
3974,2015,4,10,14,22.92,23.93
3975,2015,4,10,15,23.016,23.761
3976,2015,4,10,16,23.208,23.761
3977,2015,4,10,17,23.256,23.665
3978,2015,4,10,18,23.208,23.304
3979,2015,4,10,19,23.448,23.376
3980,2015,4,10,20,23.304,23.665
3981,2015,4,10,21,23.304,23.737
3982,2015,4,10,22,23.304,23.905
3983,2015,4,10,23,23.304,23.881
3984,2015,4,11,0,23.28,23.833
3985,2015,4,11,1,23.256,24.002
3986,2015,4,11,2,23.208,24.146
3987,2015,4,11,3,23.256,24.026
3988,2015,4,11,4,23.232,23.881
3989,2015,4,11,5,23.16,23.809
3990,2015,4,11,6,23.208,23.424
3991,2015,4,11,7,23.304,23.761
3992,2015,4,11,8,23.304,24.05
3993,2015,4,11,9,23.424,23.665
3994,2015,4,11,10,23.448,24.074
3995,2015,4,11,11,23.16,23.857
3996,2015,4,11,12,23.088,24.002
3997,2015,4,11,13,23.184,24.363
3998,2015,4,11,14,23.28,23.93
3999,2015,4,11,15,23.304,24.098
4000,2015,4,11,16,22.968,24.219
4001,2015,4,11,17,23.112,23.761
4002,2015,4,11,18,23.112,23.328
4003,2015,4,11,19,22.872,23.785
4004,2015,4,11,20,22.992,23.4
4005,2015,4,11,21,23.232,23.761
4006,2015,4,11,22,23.064,23.569
4007,2015,4,11,23,22.561,23.665
4008,2015,4,12,0,22.824,23.569
4009,2015,4,12,1,22.872,23.809
4010,2015,4,12,2,22.705,23.857
4011,2015,4,12,3,23.088,24.146
4012,2015,4,12,4,23.304,23.857
4013,2015,4,12,5,22.321,24.267
4014,2015,4,12,6,22.393,23.954
4015,2015,4,12,7,22.369,23.761
4016,2015,4,12,8,22.465,23.761
4017,2015,4,12,9,22.561,23.905
4018,2015,4,12,10,22.729,23.857
4019,2015,4,12,11,21.7,23.881
4020,2015,4,12,12,21.413,23.978
4021,2015,4,12,13,22.058,23.713
4022,2015,4,12,14,22.729,24.267
4023,2015,4,12,15,22.968,24.267
4024,2015,4,12,16,22.824,24.122
4025,2015,4,12,17,21.079,24.412
4026,2015,4,12,18,21.008,23.665
4027,2015,4,12,19,21.748,23.665
4028,2015,4,12,20,21.724,23.785
4029,2015,4,12,21,21.318,23.424
4030,2015,4,12,22,21.294,23.665
4031,2015,4,12,23,21.008,23.448
4032,2015,4,13,0,20.96,23.4
4033,2015,4,13,1,20.936,23.376
4034,2015,4,13,2,21.223,23.954
4035,2015,4,13,3,21.772,23.881
4036,2015,4,13,4,21.676,24.074
4037,2015,4,13,5,21.939,24.146
4038,2015,4,13,6,21.103,24.146
4039,2015,4,13,7,21.127,23.665
4040,2015,4,13,8,20.507,23.641
4041,2015,4,13,9,20.865,23.737
4042,2015,4,13,10,21.199,23.521
4043,2015,4,13,11,21.342,23.472
4044,2015,4,13,12,21.533,23.617
4045,2015,4,13,13,21.509,23.761
4046,2015,4,13,14,21.056,24.05
4047,2015,4,13,15,22.034,24.026
4048,2015,4,13,16,21.199,24.363
4049,2015,4,13,17,21.867,24.026
4050,2015,4,13,18,21.008,24.508
4051,2015,4,13,19,20.698,23.809
4052,2015,4,13,20,20.841,23.665
4053,2015,4,13,21,21.628,23.136
4054,2015,4,13,22,20.936,23.545
4055,2015,4,13,23,20.65,23.16
4056,2015,4,14,0,21.103,23.088
4057,2015,4,14,1,20.365,23.04
4058,2015,4,14,2,21.461,23.16
4059,2015,4,14,3,21.795,23.761
4060,2015,4,14,4,20.936,23.881
4061,2015,4,14,5,21.103,24.026
4062,2015,4,14,6,22.848,24.146
4063,2015,4,14,7,20.388,24.195
4064,2015,4,14,8,20.531,24.05
4065,2015,4,14,9,20.531,23.689
4066,2015,4,14,10,20.627,23.376
4067,2015,4,14,11,20.77,23.064
4068,2015,4,14,12,20.317,23.112
4069,2015,4,14,13,21.056,23.328
4070,2015,4,14,14,21.461,23.497
4071,2015,4,14,15,21.39,23.737
4072,2015,4,14,16,20.817,23.954
4073,2015,4,14,17,20.889,24.823
4074,2015,4,14,18,21.413,24.291
4075,2015,4,14,19,20.889,24.581
4076,2015,4,14,20,20.865,23.617
4077,2015,4,14,21,21.342,23.713
4078,2015,4,14,22,21.223,23.328
4079,2015,4,14,23,21.27,23.16
4080,2015,4,15,0,21.7,23.016
4081,2015,4,15,1,21.27,23.016
4082,2015,4,15,2,21.485,22.944
4083,2015,4,15,3,21.485,23.569
4084,2015,4,15,4,21.223,24.171
4085,2015,4,15,5,21.223,24.581
4086,2015,4,15,6,21.485,24.412
4087,2015,4,15,7,22.705,24.388
4088,2015,4,15,8,21.199,24.363
4089,2015,4,15,9,20.531,23.569
4090,2015,4,15,10,21.056,23.424
4091,2015,4,15,11,20.698,23.184
4092,2015,4,15,12,20.77,23.304
4093,2015,4,15,13,20.341,23.16
4094,2015,4,15,14,20.96,23.665
4095,2015,4,15,15,22.154,24.098
4096,2015,4,15,16,21.151,23.857
4097,2015,4,15,17,20.936,24.291
4098,2015,4,15,18,21.127,24.557
4099,2015,4,15,19,21.748,24.532
4100,2015,4,15,20,21.103,24.412
4101,2015,4,15,21,21.056,23.737
4102,2015,4,15,22,20.293,23.497
4103,2015,4,15,23,20.531,22.992
4104,2015,4,16,0,20.412,22.226
4105,2015,4,16,1,20.246,22.465
4106,2015,4,16,2,20.031,22.561
4107,2015,4,16,3,20.698,23.569
4108,2015,4,16,4,20.317,24.002
4109,2015,4,16,5,20.674,23.954
4110,2015,4,16,6,20.841,24.388
4111,2015,4,16,7,21.056,24.146
4112,2015,4,16,8,21.724,24.122
4113,2015,4,16,9,19.698,24.002
4114,2015,4,16,10,20.007,23.016
4115,2015,4,16,11,19.793,22.345
4116,2015,4,16,12,19.389,21.939
4117,2015,4,16,13,19.698,22.13
4118,2015,4,16,14,19.484,22.561
4119,2015,4,16,15,19.793,23.833
4120,2015,4,16,16,19.77,23.713
4121,2015,4,16,17,19.936,23.184
4122,2015,4,16,18,20.198,23.689
4123,2015,4,16,19,20.555,24.002
4124,2015,4,16,20,21.223,24.026
4125,2015,4,16,21,19.888,24.026
4126,2015,4,16,22,19.841,23.16
4127,2015,4,16,23,20.746,22.609
4128,2015,4,17,0,20.817,21.843
4129,2015,4,17,1,19.96,21.175
4130,2015,4,17,2,20.936,21.437
4131,2015,4,17,3,21.652,21.891
4132,2015,4,17,4,20.698,23.665
4133,2015,4,17,5,20.817,24.002
4134,2015,4,17,6,20.722,23.905
4135,2015,4,17,7,20.889,23.954
4136,2015,4,17,8,21.127,23.713
4137,2015,4,17,9,21.223,24.074
4138,2015,4,17,10,20.627,24.026
4139,2015,4,17,11,20.65,22.657
4140,2015,4,17,12,20.77,22.417
4141,2015,4,17,13,20.365,21.27
4142,2015,4,17,14,20.269,21.294
4143,2015,4,17,15,20.531,21.7
4144,2015,4,17,16,20.126,21.963
4145,2015,4,17,17,20.174,23.256
4146,2015,4,17,18,20.555,23.497
4147,2015,4,17,19,20.817,23.857
4148,2015,4,17,20,20.984,24.122
4149,2015,4,17,21,21.533,24.291
4150,2015,4,17,22,20.841,24.339
4151,2015,4,17,23,21.175,22.776
4152,2015,4,18,0,21.056,22.489
4153,2015,4,18,1,20.793,22.011
4154,2015,4,18,2,21.509,22.226
4155,2015,4,18,3,21.939,21.987
4156,2015,4,18,4,21.366,23.448
4157,2015,4,18,5,21.7,23.376
4158,2015,4,18,6,21.7,23.4
4159,2015,4,18,7,21.724,24.243
4160,2015,4,18,8,21.772,24.122
4161,2015,4,18,9,21.819,24.267
4162,2015,4,18,10,21.748,24.412
4163,2015,4,18,11,21.628,23.954
4164,2015,4,18,12,21.366,22.776
4165,2015,4,18,13,21.485,22.8
4166,2015,4,18,14,22.011,21.987
4167,2015,4,18,15,22.034,22.274
4168,2015,4,18,16,21.867,22.8
4169,2015,4,18,17,21.963,23.4
4170,2015,4,18,18,21.939,23.833
4171,2015,4,18,19,22.011,24.146
4172,2015,4,18,20,21.987,24.388
4173,2015,4,18,21,21.939,24.702
4174,2015,4,18,22,22.154,24.508
4175,2015,4,18,23,22.034,24.412
4176,2015,4,19,0,21.819,23.28
4177,2015,4,19,1,21.7,22.92
4178,2015,4,19,2,22.154,22.681
4179,2015,4,19,3,22.345,22.345
4180,2015,4,19,4,21.772,22.441
4181,2015,4,19,5,21.963,24.146
4182,2015,4,19,6,21.915,24.243
4183,2015,4,19,7,21.891,23.184
4184,2015,4,19,8,21.963,24.098
4185,2015,4,19,9,21.963,24.267
4186,2015,4,19,10,22.25,24.315
4187,2015,4,19,11,22.011,24.557
4188,2015,4,19,12,22.154,23.088
4189,2015,4,19,13,21.867,22.848
4190,2015,4,19,14,22.058,22.537
4191,2015,4,19,15,22.178,22.178
4192,2015,4,19,16,22.202,22.369
4193,2015,4,19,17,21.843,23.376
4194,2015,4,19,18,22.226,23.785
4195,2015,4,19,19,22.178,23.689
4196,2015,4,19,20,22.178,23.497
4197,2015,4,19,21,22.154,24.098
4198,2015,4,19,22,22.25,24.074
4199,2015,4,19,23,22.369,23.761
4200,2015,4,20,0,22.082,23.833
4201,2015,4,20,1,22.178,23.016
4202,2015,4,20,2,22.274,22.848
4203,2015,4,20,3,22.92,22.393
4204,2015,4,20,4,23.136,22.417
4205,2015,4,20,5,22.657,22.92
4206,2015,4,20,6,22.561,23.689
4207,2015,4,20,7,22.513,23.497
4208,2015,4,20,8,22.369,23.593
4209,2015,4,20,9,22.633,23.809
4210,2015,4,20,10,22.465,24.339
4211,2015,4,20,11,22.441,24.171
4212,2015,4,20,12,22.345,24.002
4213,2015,4,20,13,22.417,23.136
4214,2015,4,20,14,22.202,22.753
4215,2015,4,20,15,22.681,22.992
4216,2015,4,20,16,22.896,22.705
4217,2015,4,20,17,22.226,22.729
4218,2015,4,20,18,22.226,23.376
4219,2015,4,20,19,22.609,23.665
4220,2015,4,20,20,22.489,23.809
4221,2015,4,20,21,22.561,23.833
4222,2015,4,20,22,22.561,24.195
4223,2015,4,20,23,22.657,24.05
4224,2015,4,21,0,22.441,24.026
4225,2015,4,21,1,22.609,23.785
4226,2015,4,21,2,22.345,23.28
4227,2015,4,21,3,21.915,22.753
4228,2015,4,21,4,22.705,22.705
4229,2015,4,21,5,22.202,23.424
4230,2015,4,21,6,22.561,23.881
4231,2015,4,21,7,22.681,23.569
4232,2015,4,21,8,22.561,24.195
4233,2015,4,21,9,22.992,24.243
4234,2015,4,21,10,22.585,23.833
4235,2015,4,21,11,22.92,24.629
4236,2015,4,21,12,23.208,24.557
4237,2015,4,21,13,22.298,24.388
4238,2015,4,21,14,22.561,23.521
4239,2015,4,21,15,22.705,23.184
4240,2015,4,21,16,23.208,23.088
4241,2015,4,21,17,22.968,22.896
4242,2015,4,21,18,22.609,23.497
4243,2015,4,21,19,22.657,23.665
4244,2015,4,21,20,22.729,24.026
4245,2015,4,21,21,22.8,24.195
4246,2015,4,21,22,23.136,24.436
4247,2015,4,21,23,22.681,24.315
4248,2015,4,22,0,22.585,24.46
4249,2015,4,22,1,22.633,24.122
4250,2015,4,22,2,22.896,23.617
4251,2015,4,22,3,23.112,23.184
4252,2015,4,22,4,23.689,23.208
4253,2015,4,22,5,23.785,22.992
4254,2015,4,22,6,23.304,23.737
4255,2015,4,22,7,23.28,23.978
4256,2015,4,22,8,22.824,23.881
4257,2015,4,22,9,22.824,24.243
4258,2015,4,22,10,22.944,24.291
4259,2015,4,22,11,22.968,24.436
4260,2015,4,22,12,22.92,24.315
4261,2015,4,22,13,22.872,24.267
4262,2015,4,22,14,23.28,23.93
4263,2015,4,22,15,23.569,23.472
4264,2015,4,22,16,23.665,23.472
4265,2015,4,22,17,23.809,23.232
4266,2015,4,22,18,23.809,23.4
4267,2015,4,22,19,23.809,23.905
4268,2015,4,22,20,23.4,23.617
4269,2015,4,22,21,23.833,23.881
4270,2015,4,22,22,23.954,23.689
4271,2015,4,22,23,23.593,24.026
4272,2015,4,23,0,23.593,24.315
4273,2015,4,23,1,23.641,24.171
4274,2015,4,23,2,23.232,23.93
4275,2015,4,23,3,23.93,23.665
4276,2015,4,23,4,23.809,23.497
4277,2015,4,23,5,23.93,23.497
4278,2015,4,23,6,23.737,23.785
4279,2015,4,23,7,23.833,24.026
4280,2015,4,23,8,23.521,23.881
4281,2015,4,23,9,23.424,24.267
4282,2015,4,23,10,23.785,24.146
4283,2015,4,23,11,23.521,24.219
4284,2015,4,23,12,23.954,24.315
4285,2015,4,23,13,23.737,24.484
4286,2015,4,23,14,23.689,24.315
4287,2015,4,23,15,23.857,23.93
4288,2015,4,23,16,24.026,23.809
4289,2015,4,23,17,24.098,23.665
4290,2015,4,23,18,24.05,23.593
4291,2015,4,23,19,24.026,23.785
4292,2015,4,23,20,23.905,24.195
4293,2015,4,23,21,23.905,24.171
4294,2015,4,23,22,24.05,23.809
4295,2015,4,23,23,24.074,24.002
4296,2015,4,24,0,24.05,24.05
4297,2015,4,24,1,23.833,24.122
4298,2015,4,24,2,24.026,23.954
4299,2015,4,24,3,23.881,24.026
4300,2015,4,24,4,24.122,23.954
4301,2015,4,24,5,24.171,23.857
4302,2015,4,24,6,24.171,23.665
4303,2015,4,24,7,24.074,23.954
4304,2015,4,24,8,24.002,24.146
4305,2015,4,24,9,23.857,24.339
4306,2015,4,24,10,23.857,24.532
4307,2015,4,24,11,23.93,24.146
4308,2015,4,24,12,24.122,24.291
4309,2015,4,24,13,23.954,24.195
4310,2015,4,24,14,24.074,24.291
4311,2015,4,24,15,23.857,24.05
4312,2015,4,24,16,23.448,24.171
4313,2015,4,24,17,24.122,24.243
4314,2015,4,24,18,23.04,23.809
4315,2015,4,24,19,23.136,23.881
4316,2015,4,24,20,23.136,24.171
4317,2015,4,24,21,23.617,24.508
4318,2015,4,24,22,24.002,24.122
4319,2015,4,24,23,22.321,24.315
4320,2015,4,25,0,22.441,24.339
4321,2015,4,25,1,22.681,24.171
4322,2015,4,25,2,23.497,24.388
4323,2015,4,25,3,23.665,24.484
4324,2015,4,25,4,22.513,24.339
4325,2015,4,25,5,22.441,24.195
4326,2015,4,25,6,22.489,24.002
4327,2015,4,25,7,22.753,24.002
4328,2015,4,25,8,23.16,24.291
4329,2015,4,25,9,23.448,24.532
4330,2015,4,25,10,23.497,24.388
4331,2015,4,25,11,23.304,24.581
4332,2015,4,25,12,22.441,24.46
4333,2015,4,25,13,22.489,24.315
4334,2015,4,25,14,22.824,24.267
4335,2015,4,25,15,22.992,24.46
4336,2015,4,25,16,22.345,24.581
4337,2015,4,25,17,21.987,24.508
4338,2015,4,25,18,22.8,23.713
4339,2015,4,25,19,23.521,24.291
4340,2015,4,25,20,23.737,23.881
4341,2015,4,25,21,23.232,24.098
4342,2015,4,25,22,23.472,24.267
4343,2015,4,25,23,23.28,24.315
4344,2015,4,26,0,23.16,24.267
4345,2015,4,26,1,23.28,24.171
4346,2015,4,26,2,23.497,23.833
4347,2015,4,26,3,23.352,24.098
4348,2015,4,26,4,23.376,24.098
4349,2015,4,26,5,23.064,24.146
4350,2015,4,26,6,23.28,24.146
4351,2015,4,26,7,23.472,23.905
4352,2015,4,26,8,23.881,23.93
4353,2015,4,26,9,23.857,24.05
4354,2015,4,26,10,23.641,24.267
4355,2015,4,26,11,23.641,24.339
4356,2015,4,26,12,23.184,24.363
4357,2015,4,26,13,23.545,24.363
4358,2015,4,26,14,23.905,24.243
4359,2015,4,26,15,23.713,24.388
4360,2015,4,26,16,23.689,24.339
4361,2015,4,26,17,23.136,24.412
4362,2015,4,26,18,23.545,24.339
4363,2015,4,26,19,23.954,24.122
4364,2015,4,26,20,24.05,23.954
4365,2015,4,26,21,24.05,23.93
4366,2015,4,26,22,24.05,24.098
4367,2015,4,26,23,24.05,24.146
4368,2015,4,27,0,23.93,24.171
4369,2015,4,27,1,24.002,24.195
4370,2015,4,27,2,24.002,24.171
4371,2015,4,27,3,23.545,24.267
4372,2015,4,27,4,23.665,24.171
4373,2015,4,27,5,24.05,24.508
4374,2015,4,27,6,23.208,24.532
4375,2015,4,27,7,23.689,24.291
4376,2015,4,27,8,23.978,24.002
4377,2015,4,27,9,24.05,24.122
4378,2015,4,27,10,24.002,24.122
4379,2015,4,27,11,23.857,24.146
4380,2015,4,27,12,24.002,24.195
4381,2015,4,27,13,23.881,24.315
4382,2015,4,27,14,23.809,24.267
4383,2015,4,27,15,23.761,24.388
4384,2015,4,27,16,23.376,24.436
4385,2015,4,27,17,23.978,24.412
4386,2015,4,27,18,23.376,24.291
4387,2015,4,27,19,23.617,24.291
4388,2015,4,27,20,23.905,23.978
4389,2015,4,27,21,24.098,24.146
4390,2015,4,27,22,24.122,24.098
4391,2015,4,27,23,24.146,24.146
4392,2015,4,28,0,24.146,24.219
4393,2015,4,28,1,24.122,24.315
4394,2015,4,28,2,24.026,24.219
4395,2015,4,28,3,23.761,24.412
4396,2015,4,28,4,23.545,24.291
4397,2015,4,28,5,23.954,24.484
4398,2015,4,28,6,23.713,24.46
4399,2015,4,28,7,24.026,24.412
4400,2015,4,28,8,24.074,24.195
4401,2015,4,28,9,24.171,24.074
4402,2015,4,28,10,24.219,24.146
4403,2015,4,28,11,24.243,24.026
4404,2015,4,28,12,24.219,24.074
4405,2015,4,28,13,24.171,24.146
4406,2015,4,28,14,24.098,24.436
4407,2015,4,28,15,24.122,24.46
4408,2015,4,28,16,23.641,24.702
4409,2015,4,28,17,23.761,24.557
4410,2015,4,28,18,24.026,24.581
4411,2015,4,28,19,23.761,24.774
4412,2015,4,28,20,23.905,24.339
4413,2015,4,28,21,24.074,24.002
4414,2015,4,28,22,24.267,24.122
4415,2015,4,28,23,24.243,24.026
4416,2015,4,29,0,24.243,24.05
4417,2015,4,29,1,24.122,24.146
4418,2015,4,29,2,24.195,24.315
4419,2015,4,29,3,24.243,24.388
4420,2015,4,29,4,24.002,24.436
4421,2015,4,29,5,23.93,24.581
4422,2015,4,29,6,24.098,24.629
4423,2015,4,29,7,24.05,24.605
4424,2015,4,29,8,23.448,24.484
4425,2015,4,29,9,22.537,24.098
4426,2015,4,29,10,23.16,24.146
4427,2015,4,29,11,22.609,24.074
4428,2015,4,29,12,22.657,24.171
4429,2015,4,29,13,22.968,24.291
4430,2015,4,29,14,23.617,24.339
4431,2015,4,29,15,23.641,24.774
4432,2015,4,29,16,23.376,24.412
4433,2015,4,29,17,23.521,24.653
4434,2015,4,29,18,23.713,24.726
4435,2015,4,29,19,23.713,24.677
4436,2015,4,29,20,22.298,24.653
4437,2015,4,29,21,22.872,24.074
4438,2015,4,29,22,23.136,24.146
4439,2015,4,29,23,24.098,23.905
4440,2015,4,30,0,23.978,23.689
4441,2015,4,30,1,24.074,23.905
4442,2015,4,30,2,24.098,24.002
4443,2015,4,30,3,23.809,24.315
4444,2015,4,30,4,23.641,24.315
4445,2015,4,30,5,23.352,24.508
4446,2015,4,30,6,23.4,24.484
4447,2015,4,30,7,23.617,24.436
4448,2015,4,30,8,23.28,24.436
4449,2015,4,30,9,23.713,24.267
4450,2015,4,30,10,23.761,24.002
4451,2015,4,30,11,23.857,23.857
4452,2015,4,30,12,23.978,23.785
4453,2015,4,30,13,23.905,23.809
4454,2015,4,30,14,23.737,24.026
4455,2015,4,30,15,23.689,24.171
4456,2015,4,30,16,23.545,24.315
4457,2015,4,30,17,23.665,24.219
4458,2015,4,30,18,23.593,24.315
4459,2015,4,30,19,23.689,24.195
4460,2015,4,30,20,23.809,24.339
4461,2015,4,30,21,23.809,24.291
4462,2015,4,30,22,23.785,24.026
4463,2015,4,30,23,23.713,24.05
4464,2015,5,1,0,23.689,23.905
4465,2015,5,1,1,23.737,23.833
4466,2015,5,1,2,23.809,23.881
4467,2015,5,1,3,23.809,23.905
4468,2015,5,1,4,23.737,24.05
4469,2015,5,1,5,23.737,24.219
4470,2015,5,1,6,23.713,24.002
4471,2015,5,1,7,23.737,23.93
4472,2015,5,1,8,23.905,24.074
4473,2015,5,1,9,23.785,24.195
4474,2015,5,1,10,23.761,24.002
4475,2015,5,1,11,23.713,23.905
4476,2015,5,1,12,23.761,24.002
4477,2015,5,1,13,23.857,23.833
4478,2015,5,1,14,23.857,23.833
4479,2015,5,1,15,23.665,24.267
4480,2015,5,1,16,23.713,24.315
4481,2015,5,1,17,23.785,24.122
4482,2015,5,1,18,23.761,24.557
4483,2015,5,1,19,23.761,24.532
4484,2015,5,1,20,23.809,24.339
4485,2015,5,1,21,23.761,24.243
4486,2015,5,1,22,23.737,24.195
4487,2015,5,1,23,23.617,24.098
4488,2015,5,2,0,23.617,23.905
4489,2015,5,2,1,23.545,23.857
4490,2015,5,2,2,23.761,23.905
4491,2015,5,2,3,23.689,23.905
4492,2015,5,2,4,23.689,24.026
4493,2015,5,2,5,23.689,24.002
4494,2015,5,2,6,23.713,24.05
4495,2015,5,2,7,23.809,24.05
4496,2015,5,2,8,23.737,24.146
4497,2015,5,2,9,23.713,24.146
4498,2015,5,2,10,23.785,24.171
4499,2015,5,2,11,23.569,23.93
4500,2015,5,2,12,23.4,24.002
4501,2015,5,2,13,23.713,23.905
4502,2015,5,2,14,23.569,23.905
4503,2015,5,2,15,23.472,23.833
4504,2015,5,2,16,23.4,24.267
4505,2015,5,2,17,23.521,24.267
4506,2015,5,2,18,23.569,24.122
4507,2015,5,2,19,23.689,24.122
4508,2015,5,2,20,23.785,24.315
4509,2015,5,2,21,23.857,24.436
4510,2015,5,2,22,23.737,24.339
4511,2015,5,2,23,23.424,24.243
4512,2015,5,3,0,23.4,24.074
4513,2015,5,3,1,23.088,23.93
4514,2015,5,3,2,23.737,23.905
4515,2015,5,3,3,23.256,23.833
4516,2015,5,3,4,23.4,24.002
4517,2015,5,3,5,23.521,24.146
4518,2015,5,3,6,23.545,24.098
4519,2015,5,3,7,23.641,24.146
4520,2015,5,3,8,23.713,24.219
4521,2015,5,3,9,23.905,24.243
4522,2015,5,3,10,23.569,24.243
4523,2015,5,3,11,22.944,24.146
4524,2015,5,3,12,23.064,23.954
4525,2015,5,3,13,23.112,23.978
4526,2015,5,3,14,23.016,23.833
4527,2015,5,3,15,22.417,23.689
4528,2015,5,3,16,22.681,23.761
4529,2015,5,3,17,22.848,24.726
4530,2015,5,3,18,23.04,24.146
4531,2015,5,3,19,23.208,24.339
4532,2015,5,3,20,23.376,24.46
4533,2015,5,3,21,23.448,24.532
4534,2015,5,3,22,23.112,24.267
4535,2015,5,3,23,22.561,24.291
4536,2015,5,4,0,22.657,24.074
4537,2015,5,4,1,21.604,23.905
4538,2015,5,4,2,20.841,23.737
4539,2015,5,4,3,21.819,23.665
4540,2015,5,4,4,21.604,23.761
4541,2015,5,4,5,21.891,24.171
4542,2015,5,4,6,22.345,24.219
4543,2015,5,4,7,22.8,24.243
4544,2015,5,4,8,23.064,24.243
4545,2015,5,4,9,23.304,24.339
4546,2015,5,4,10,22.513,24.412
4547,2015,5,4,11,21.151,24.363
4548,2015,5,4,12,20.841,24.026
4549,2015,5,4,13,20.913,23.448
4550,2015,5,4,14,20.079,23.4
4551,2015,5,4,15,19.484,23.28
4552,2015,5,4,16,20.412,22.968
4553,2015,5,4,17,20.341,24.363
4554,2015,5,4,18,20.293,24.605
4555,2015,5,4,19,20.841,24.122
4556,2015,5,4,20,21.366,24.388
4557,2015,5,4,21,22.657,24.484
4558,2015,5,4,22,21.032,24.46
4559,2015,5,4,23,19.77,24.363
4560,2015,5,5,0,19.96,24.098
4561,2015,5,5,1,19.199,23.569
4562,2015,5,5,2,19.008,22.753
4563,2015,5,5,3,19.08,22.034
4564,2015,5,5,4,20.293,22.345
4565,2015,5,5,5,19.603,23.978
4566,2015,5,5,6,19.627,24.315
4567,2015,5,5,7,19.865,24.195
4568,2015,5,5,8,20.15,24.171
4569,2015,5,5,9,22.226,24.098
4570,2015,5,5,10,20.341,24.315
4571,2015,5,5,11,19.746,24.219
4572,2015,5,5,12,19.936,23.809
4573,2015,5,5,13,20.531,22.657
4574,2015,5,5,14,22.034,21.987
4575,2015,5,5,15,21.891,21.127
4576,2015,5,5,16,21.7,21.437
4577,2015,5,5,17,20.77,21.915
4578,2015,5,5,18,20.936,22.872
4579,2015,5,5,19,20.65,23.4
4580,2015,5,5,20,20.722,23.761
4581,2015,5,5,21,20.984,23.857
4582,2015,5,5,22,21.27,23.713
4583,2015,5,5,23,21.151,23.954
4584,2015,5,6,0,20.746,23.954
4585,2015,5,6,1,21.7,22.92
4586,2015,5,6,2,21.413,22.226
4587,2015,5,6,3,21.604,21.819
4588,2015,5,6,4,21.557,21.987
4589,2015,5,6,5,21.557,22.369
4590,2015,5,6,6,21.366,23.641
4591,2015,5,6,7,21.199,23.569
4592,2015,5,6,8,21.246,23.737
4593,2015,5,6,9,21.485,23.761
4594,2015,5,6,10,22.274,23.857
4595,2015,5,6,11,21.39,24.074
4596,2015,5,6,12,21.199,24.05
4597,2015,5,6,13,21.652,23.112
4598,2015,5,6,14,21.939,22.154
4599,2015,5,6,15,22.585,22.178
4600,2015,5,6,16,22.896,21.939
4601,2015,5,6,17,22.944,22.274
4602,2015,5,6,18,22.369,23.16
4603,2015,5,6,19,22.011,23.376
4604,2015,5,6,20,21.7,23.136
4605,2015,5,6,21,21.724,23.617
4606,2015,5,6,22,22.25,23.665
4607,2015,5,6,23,22.202,23.737
4608,2015,5,7,0,21.891,23.833
4609,2015,5,7,1,22.274,23.665
4610,2015,5,7,2,22.585,22.92
4611,2015,5,7,3,22.513,22.441
4612,2015,5,7,4,22.274,22.25
4613,2015,5,7,5,22.345,22.561
4614,2015,5,7,6,22.393,22.992
4615,2015,5,7,7,22.154,23.088
4616,2015,5,7,8,22.13,23.28
4617,2015,5,7,9,22.106,23.4
4618,2015,5,7,10,22.681,23.4
4619,2015,5,7,11,22.441,23.593
4620,2015,5,7,12,22.034,23.713
4621,2015,5,7,13,22.25,23.448
4622,2015,5,7,14,22.705,22.944
4623,2015,5,7,15,22.585,22.872
4624,2015,5,7,16,22.609,22.441
4625,2015,5,7,17,22.753,22.657
4626,2015,5,7,18,22.609,22.729
4627,2015,5,7,19,22.633,23.04
4628,2015,5,7,20,22.585,22.968
4629,2015,5,7,21,22.537,22.872
4630,2015,5,7,22,22.513,23.016
4631,2015,5,7,23,22.657,23.28
4632,2015,5,8,0,22.489,23.424
4633,2015,5,8,1,22.513,23.232
4634,2015,5,8,2,22.489,23.136
4635,2015,5,8,3,22.705,22.729
4636,2015,5,8,4,22.681,22.561
4637,2015,5,8,5,22.681,22.537
4638,2015,5,8,6,22.753,22.729
4639,2015,5,8,7,22.609,22.8
4640,2015,5,8,8,22.489,23.256
