,Ano,Mes,Dia,hora,T20 Laje,T05 Ponte
6108,2015,7,8,12,21.461,21.795
6109,2015,7,8,13,21.461,21.915
6110,2015,7,8,14,21.485,22.13
6111,2015,7,8,15,21.509,22.011
6112,2015,7,8,16,21.509,21.915
6113,2015,7,8,17,21.437,21.795
6114,2015,7,8,18,21.342,21.652
6115,2015,7,8,19,21.342,21.581
6116,2015,7,8,20,21.39,21.652
6117,2015,7,8,21,21.342,21.795
6118,2015,7,8,22,21.413,21.819
6119,2015,7,8,23,21.509,21.748
6120,2015,7,9,0,21.366,21.795
6121,2015,7,9,1,21.366,21.819
6122,2015,7,9,2,21.366,21.772
6123,2015,7,9,3,21.39,21.867
6124,2015,7,9,4,21.509,21.867
6125,2015,7,9,5,21.318,21.795
6126,2015,7,9,6,21.246,21.748
6127,2015,7,9,7,21.151,21.533
6128,2015,7,9,8,21.366,21.628
6129,2015,7,9,9,21.223,21.628
6130,2015,7,9,10,21.294,21.748
6131,2015,7,9,11,21.39,21.795
6132,2015,7,9,12,21.27,21.819
6133,2015,7,9,13,21.27,21.819
6134,2015,7,9,14,21.27,21.867
6135,2015,7,9,15,21.27,21.963
6136,2015,7,9,16,21.318,21.963
6137,2015,7,9,17,21.39,21.963
6138,2015,7,9,18,21.246,21.748
6139,2015,7,9,19,21.223,21.604
6140,2015,7,9,20,21.246,21.7
6141,2015,7,9,21,21.342,21.7
6142,2015,7,9,22,21.318,21.795
6143,2015,7,9,23,21.366,21.819
6144,2015,7,10,0,21.342,21.772
6145,2015,7,10,1,21.342,21.724
6146,2015,7,10,2,21.318,21.724
6147,2015,7,10,3,21.318,21.772
6148,2015,7,10,4,21.342,21.795
6149,2015,7,10,5,21.39,21.819
6150,2015,7,10,6,21.366,21.795
6151,2015,7,10,7,21.342,21.676
6152,2015,7,10,8,21.342,21.461
6153,2015,7,10,9,21.366,21.604
6154,2015,7,10,10,21.342,21.652
6155,2015,7,10,11,21.366,21.772
6156,2015,7,10,12,21.342,21.652
6157,2015,7,10,13,21.342,21.724
6158,2015,7,10,14,21.366,21.7
6159,2015,7,10,15,21.342,21.795
6160,2015,7,10,16,21.342,21.987
6161,2015,7,10,17,21.342,22.082
6162,2015,7,10,18,21.413,22.034
6163,2015,7,10,19,21.39,21.915
6164,2015,7,10,20,21.366,21.891
6165,2015,7,10,21,21.366,21.652
6166,2015,7,10,22,21.509,21.795
6167,2015,7,10,23,21.413,21.772
6168,2015,7,11,0,21.437,21.795
6169,2015,7,11,1,21.413,21.867
6170,2015,7,11,2,21.413,21.891
6171,2015,7,11,3,21.437,21.987
6172,2015,7,11,4,21.413,22.106
6173,2015,7,11,5,21.39,22.106
6174,2015,7,11,6,21.557,22.058
6175,2015,7,11,7,21.461,22.082
6176,2015,7,11,8,21.413,21.987
6177,2015,7,11,9,21.413,21.628
6178,2015,7,11,10,21.39,21.581
6179,2015,7,11,11,21.509,21.772
6180,2015,7,11,12,21.437,21.939
6181,2015,7,11,13,21.413,21.867
6182,2015,7,11,14,21.461,21.987
6183,2015,7,11,15,21.485,22.13
6184,2015,7,11,16,21.437,22.154
6185,2015,7,11,17,21.437,22.202
6186,2015,7,11,18,21.413,22.106
6187,2015,7,11,19,21.485,22.393
6188,2015,7,11,20,21.461,22.298
6189,2015,7,11,21,21.485,22.011
6190,2015,7,11,22,21.533,21.867
6191,2015,7,11,23,21.557,21.867
6192,2015,7,12,0,21.557,21.963
6193,2015,7,12,1,21.557,22.011
6194,2015,7,12,2,21.557,21.963
6195,2015,7,12,3,21.533,21.963
6196,2015,7,12,4,21.533,22.13
6197,2015,7,12,5,21.509,22.154
6198,2015,7,12,6,21.461,22.202
6199,2015,7,12,7,21.485,22.202
6200,2015,7,12,8,21.581,22.226
6201,2015,7,12,9,21.557,21.939
6202,2015,7,12,10,21.628,21.676
6203,2015,7,12,11,21.557,21.748
6204,2015,7,12,12,21.581,21.7
6205,2015,7,12,13,21.676,21.748
6206,2015,7,12,14,21.581,21.891
6207,2015,7,12,15,21.652,22.178
6208,2015,7,12,16,21.604,22.321
6209,2015,7,12,17,21.604,22.082
6210,2015,7,12,18,21.604,22.202
6211,2015,7,12,19,21.604,22.345
6212,2015,7,12,20,21.652,22.154
6213,2015,7,12,21,21.604,22.321
6214,2015,7,12,22,21.604,21.819
6215,2015,7,12,23,21.628,21.724
6216,2015,7,13,0,21.628,21.867
6217,2015,7,13,1,21.676,21.795
6218,2015,7,13,2,21.724,21.795
6219,2015,7,13,3,21.7,22.106
6220,2015,7,13,4,21.676,22.034
6221,2015,7,13,5,21.676,22.298
6222,2015,7,13,6,21.652,22.441
6223,2015,7,13,7,21.652,22.298
6224,2015,7,13,8,21.772,22.321
6225,2015,7,13,9,21.628,22.465
6226,2015,7,13,10,21.652,21.939
6227,2015,7,13,11,21.604,21.795
6228,2015,7,13,12,21.533,21.891
6229,2015,7,13,13,21.509,21.795
6230,2015,7,13,14,21.7,21.867
6231,2015,7,13,15,21.604,22.345
6232,2015,7,13,16,21.652,22.633
6233,2015,7,13,17,21.7,22.417
6234,2015,7,13,18,21.628,22.321
6235,2015,7,13,19,21.676,22.561
6236,2015,7,13,20,21.724,22.585
6237,2015,7,13,21,21.748,22.393
6238,2015,7,13,22,21.7,22.417
6239,2015,7,13,23,21.724,22.034
6240,2015,7,14,0,21.652,22.058
6241,2015,7,14,1,21.628,21.987
6242,2015,7,14,2,21.676,22.034
6243,2015,7,14,3,21.7,22.226
6244,2015,7,14,4,21.724,22.226
6245,2015,7,14,5,21.748,22.345
6246,2015,7,14,6,21.748,22.609
6247,2015,7,14,7,21.724,22.585
6248,2015,7,14,8,21.724,22.489
6249,2015,7,14,9,21.772,22.465
6250,2015,7,14,10,21.795,22.513
6251,2015,7,14,11,21.819,22.082
6252,2015,7,14,12,21.843,22.011
6253,2015,7,14,13,21.7,21.891
6254,2015,7,14,14,21.652,22.011
6255,2015,7,14,15,21.867,21.939
6256,2015,7,14,16,21.724,22.872
6257,2015,7,14,17,21.772,22.345
6258,2015,7,14,18,21.724,22.393
6259,2015,7,14,19,21.748,22.441
6260,2015,7,14,20,21.795,22.681
6261,2015,7,14,21,21.819,22.681
6262,2015,7,14,22,21.819,22.681
6263,2015,7,14,23,21.819,22.369
6264,2015,7,15,0,21.676,22.058
6265,2015,7,15,1,21.748,22.202
6266,2015,7,15,2,21.891,21.963
6267,2015,7,15,3,21.628,22.321
6268,2015,7,15,4,21.7,22.489
6269,2015,7,15,5,21.748,22.274
6270,2015,7,15,6,21.772,22.321
6271,2015,7,15,7,21.843,22.513
6272,2015,7,15,8,21.867,22.681
6273,2015,7,15,9,21.939,22.633
6274,2015,7,15,10,21.843,22.465
6275,2015,7,15,11,21.772,22.417
6276,2015,7,15,12,21.604,22.106
6277,2015,7,15,13,21.772,22.154
6278,2015,7,15,14,21.772,22.154
6279,2015,7,15,15,21.748,21.987
6280,2015,7,15,16,21.533,22.011
6281,2015,7,15,17,21.557,22.106
6282,2015,7,15,18,21.557,22.561
6283,2015,7,15,19,21.628,22.274
6284,2015,7,15,20,21.652,22.465
6285,2015,7,15,21,21.843,22.489
6286,2015,7,15,22,21.819,22.561
6287,2015,7,15,23,21.7,22.537
6288,2015,7,16,0,21.652,22.321
6289,2015,7,16,1,21.604,22.13
6290,2015,7,16,2,21.557,21.987
6291,2015,7,16,3,21.748,21.891
6292,2015,7,16,4,21.509,22.082
6293,2015,7,16,5,21.509,22.489
6294,2015,7,16,6,21.604,22.417
6295,2015,7,16,7,21.628,22.417
6296,2015,7,16,8,21.652,22.489
6297,2015,7,16,9,21.7,22.585
6298,2015,7,16,10,21.915,22.633
6299,2015,7,16,11,21.7,22.609
6300,2015,7,16,12,21.652,22.178
6301,2015,7,16,13,21.533,22.13
6302,2015,7,16,14,21.581,22.082
6303,2015,7,16,15,21.581,21.891
6304,2015,7,16,16,21.867,21.867
6305,2015,7,16,17,21.7,22.513
6306,2015,7,16,18,21.676,22.369
6307,2015,7,16,19,21.724,22.178
6308,2015,7,16,20,21.724,22.441
6309,2015,7,16,21,21.748,22.561
6310,2015,7,16,22,21.795,22.681
6311,2015,7,16,23,21.724,22.729
6312,2015,7,17,0,21.819,22.705
6313,2015,7,17,1,21.795,22.202
6314,2015,7,17,2,21.724,22.154
6315,2015,7,17,3,21.652,21.891
6316,2015,7,17,4,21.724,22.178
6317,2015,7,17,5,21.748,22.681
6318,2015,7,17,6,21.772,22.633
6319,2015,7,17,7,21.819,22.369
6320,2015,7,17,8,21.819,22.585
6321,2015,7,17,9,21.867,22.729
6322,2015,7,17,10,22.011,22.561
6323,2015,7,17,11,21.867,22.705
6324,2015,7,17,12,21.915,22.609
6325,2015,7,17,13,21.915,22.178
6326,2015,7,17,14,21.867,22.274
6327,2015,7,17,15,21.939,22.298
6328,2015,7,17,16,21.963,22.202
6329,2015,7,17,17,21.819,22.082
6330,2015,7,17,18,21.891,22.561
6331,2015,7,17,19,21.891,22.441
6332,2015,7,17,20,21.939,22.561
6333,2015,7,17,21,21.963,22.537
6334,2015,7,17,22,22.058,22.681
6335,2015,7,17,23,21.963,22.729
6336,2015,7,18,0,21.987,22.561
6337,2015,7,18,1,22.011,22.25
6338,2015,7,18,2,21.891,22.226
6339,2015,7,18,3,21.867,22.154
6340,2015,7,18,4,21.939,22.058
6341,2015,7,18,5,21.915,22.13
6342,2015,7,18,6,21.939,22.441
6343,2015,7,18,7,21.963,22.441
6344,2015,7,18,8,21.987,22.513
6345,2015,7,18,9,22.011,22.633
6346,2015,7,18,10,22.082,22.705
6347,2015,7,18,11,22.154,22.681
6348,2015,7,18,12,22.034,22.681
6349,2015,7,18,13,22.034,22.537
6350,2015,7,18,14,21.963,22.202
6351,2015,7,18,15,21.915,22.13
6352,2015,7,18,16,22.011,22.13
6353,2015,7,18,17,22.154,22.058
6354,2015,7,18,18,21.963,22.034
6355,2015,7,18,19,21.987,22.202
6356,2015,7,18,20,21.987,22.513
6357,2015,7,18,21,22.034,22.585
6358,2015,7,18,22,22.13,22.465
6359,2015,7,18,23,22.226,22.537
6360,2015,7,19,0,22.058,22.537
6361,2015,7,19,1,22.082,22.513
6362,2015,7,19,2,22.034,22.345
6363,2015,7,19,3,21.963,22.25
6364,2015,7,19,4,21.939,22.13
6365,2015,7,19,5,21.987,22.106
6366,2015,7,19,6,21.963,22.321
6367,2015,7,19,7,21.987,22.369
6368,2015,7,19,8,22.011,22.417
6369,2015,7,19,9,22.082,22.537
6370,2015,7,19,10,22.082,22.537
6371,2015,7,19,11,22.226,22.609
6372,2015,7,19,12,22.082,22.681
6373,2015,7,19,13,22.082,22.729
6374,2015,7,19,14,22.058,22.321
6375,2015,7,19,15,21.939,22.345
6376,2015,7,19,16,21.963,22.154
6377,2015,7,19,17,21.987,22.25
6378,2015,7,19,18,22.082,22.154
6379,2015,7,19,19,22.011,22.465
6380,2015,7,19,20,22.082,22.513
6381,2015,7,19,21,22.034,22.513
6382,2015,7,19,22,22.13,22.609
6383,2015,7,19,23,22.154,22.681
6384,2015,7,20,0,22.082,22.633
6385,2015,7,20,1,22.106,22.705
6386,2015,7,20,2,22.106,22.537
6387,2015,7,20,3,21.963,22.298
6388,2015,7,20,4,21.891,22.274
6389,2015,7,20,5,21.987,22.178
6390,2015,7,20,6,21.867,22.393
6391,2015,7,20,7,21.915,22.561
6392,2015,7,20,8,22.011,22.657
6393,2015,7,20,9,22.058,22.729
6394,2015,7,20,10,22.154,22.729
6395,2015,7,20,11,22.298,22.824
6396,2015,7,20,12,22.13,22.872
6397,2015,7,20,13,22.082,22.753
6398,2015,7,20,14,22.058,22.729
6399,2015,7,20,15,22.106,22.513
6400,2015,7,20,16,22.034,22.513
6401,2015,7,20,17,22.13,22.441
6402,2015,7,20,18,22.106,22.274
6403,2015,7,20,19,21.963,22.298
6404,2015,7,20,20,22.034,22.705
6405,2015,7,20,21,22.082,22.824
6406,2015,7,20,22,22.13,22.776
6407,2015,7,20,23,22.25,22.872
6408,2015,7,21,0,22.13,22.8
6409,2015,7,21,1,22.13,22.872
6410,2015,7,21,2,22.13,22.705
6411,2015,7,21,3,22.082,22.513
6412,2015,7,21,4,22.011,22.321
6413,2015,7,21,5,21.915,22.202
6414,2015,7,21,6,22.011,22.345
6415,2015,7,21,7,21.939,22.513
6416,2015,7,21,8,22.011,22.513
6417,2015,7,21,9,22.082,22.705
6418,2015,7,21,10,22.082,22.729
6419,2015,7,21,11,22.321,22.872
6420,2015,7,21,12,22.106,22.776
6421,2015,7,21,13,22.13,22.824
6422,2015,7,21,14,21.939,22.8
6423,2015,7,21,15,21.915,22.776
6424,2015,7,21,16,22.011,22.633
6425,2015,7,21,17,21.867,22.441
6426,2015,7,21,18,21.772,22.513
6427,2015,7,21,19,21.867,22.465
6428,2015,7,21,20,21.867,22.369
6429,2015,7,21,21,21.891,22.657
6430,2015,7,21,22,22.034,22.824
6431,2015,7,21,23,22.154,22.824
6432,2015,7,22,0,21.987,22.776
6433,2015,7,22,1,22.011,22.776
6434,2015,7,22,2,21.939,22.753
6435,2015,7,22,3,21.891,22.705
6436,2015,7,22,4,21.819,22.465
6437,2015,7,22,5,21.7,22.202
6438,2015,7,22,6,21.676,22.106
6439,2015,7,22,7,21.772,22.513
6440,2015,7,22,8,21.7,22.513
6441,2015,7,22,9,21.772,22.633
6442,2015,7,22,10,21.891,22.729
6443,2015,7,22,11,21.987,22.705
6444,2015,7,22,12,22.034,22.776
6445,2015,7,22,13,21.867,22.8
6446,2015,7,22,14,21.843,22.848
6447,2015,7,22,15,21.819,22.753
6448,2015,7,22,16,21.819,22.561
6449,2015,7,22,17,21.748,22.298
6450,2015,7,22,18,21.795,22.178
6451,2015,7,22,19,21.748,22.321
6452,2015,7,22,20,21.819,22.369
6453,2015,7,22,21,21.795,22.585
6454,2015,7,22,22,21.819,22.585
6455,2015,7,22,23,21.963,22.609
6456,2015,7,23,0,22.178,22.561
6457,2015,7,23,1,21.891,22.681
6458,2015,7,23,2,21.891,22.729
6459,2015,7,23,3,21.867,22.657
6460,2015,7,23,4,21.843,22.657
6461,2015,7,23,5,21.891,22.561
6462,2015,7,23,6,21.867,22.298
6463,2015,7,23,7,21.819,22.393
6464,2015,7,23,8,21.867,22.298
6465,2015,7,23,9,21.843,22.513
6466,2015,7,23,10,21.819,22.609
6467,2015,7,23,11,21.915,22.729
6468,2015,7,23,12,22.274,22.776
6469,2015,7,23,13,22.034,22.92
6470,2015,7,23,14,22.058,22.896
6471,2015,7,23,15,22.011,22.848
6472,2015,7,23,16,21.867,22.92
6473,2015,7,23,17,21.891,22.729
6474,2015,7,23,18,21.939,22.369
6475,2015,7,23,19,21.891,22.513
6476,2015,7,23,20,22.011,22.585
6477,2015,7,23,21,21.939,22.609
6478,2015,7,23,22,21.915,22.489
6479,2015,7,23,23,21.939,22.609
6480,2015,7,24,0,22.154,22.633
6481,2015,7,24,1,21.963,22.633
6482,2015,7,24,2,21.963,22.609
6483,2015,7,24,3,22.154,22.561
6484,2015,7,24,4,21.891,22.585
6485,2015,7,24,5,21.939,22.561
6486,2015,7,24,6,21.915,22.465
6487,2015,7,24,7,21.867,22.345
6488,2015,7,24,8,22.034,22.321
6489,2015,7,24,9,21.915,22.441
6490,2015,7,24,10,21.963,22.561
6491,2015,7,24,11,22.011,22.537
6492,2015,7,24,12,21.987,22.609
6493,2015,7,24,13,21.939,22.681
6494,2015,7,24,14,21.963,22.657
6495,2015,7,24,15,22.106,22.633
6496,2015,7,24,16,22.011,22.585
6497,2015,7,24,17,21.891,22.585
6498,2015,7,24,18,21.843,22.585
6499,2015,7,24,19,21.843,22.489
6500,2015,7,24,20,22.082,22.513
6501,2015,7,24,21,21.939,22.609
6502,2015,7,24,22,22.178,22.8
6503,2015,7,24,23,22.034,22.657
6504,2015,7,25,0,21.843,22.537
6505,2015,7,25,1,21.915,22.657
6506,2015,7,25,2,21.963,22.609
6507,2015,7,25,3,21.891,22.657
6508,2015,7,25,4,21.987,22.705
6509,2015,7,25,5,21.867,22.729
6510,2015,7,25,6,21.819,22.585
6511,2015,7,25,7,21.843,22.345
6512,2015,7,25,8,21.748,22.345
6513,2015,7,25,9,21.915,22.345
6514,2015,7,25,10,21.795,22.417
6515,2015,7,25,11,21.867,22.537
6516,2015,7,25,12,21.819,22.417
6517,2015,7,25,13,21.819,22.465
6518,2015,7,25,14,21.843,22.417
6519,2015,7,25,15,21.819,22.609
6520,2015,7,25,16,22.011,22.681
6521,2015,7,25,17,21.915,22.633
6522,2015,7,25,18,21.795,22.705
6523,2015,7,25,19,21.772,22.657
6524,2015,7,25,20,21.748,22.274
6525,2015,7,25,21,21.795,22.417
6526,2015,7,25,22,21.772,22.537
6527,2015,7,25,23,21.676,22.441
6528,2015,7,26,0,21.772,22.489
6529,2015,7,26,1,21.772,22.393
6530,2015,7,26,2,21.772,22.489
6531,2015,7,26,3,21.7,22.609
6532,2015,7,26,4,21.819,22.609
6533,2015,7,26,5,22.034,22.657
6534,2015,7,26,6,21.843,22.609
6535,2015,7,26,7,21.724,22.585
6536,2015,7,26,8,21.795,22.226
6537,2015,7,26,9,21.652,22.298
6538,2015,7,26,10,21.819,22.369
6539,2015,7,26,11,21.7,22.369
6540,2015,7,26,12,21.676,22.274
6541,2015,7,26,13,21.676,22.369
6542,2015,7,26,14,21.748,22.489
6543,2015,7,26,15,21.676,22.609
6544,2015,7,26,16,21.724,22.633
6545,2015,7,26,17,21.724,22.753
6546,2015,7,26,18,21.939,22.705
6547,2015,7,26,19,21.724,22.705
6548,2015,7,26,20,21.724,22.585
6549,2015,7,26,21,21.772,22.345
6550,2015,7,26,22,21.772,22.321
6551,2015,7,26,23,21.795,22.417
6552,2015,7,27,0,21.819,22.513
6553,2015,7,27,1,21.772,22.489
6554,2015,7,27,2,21.819,22.489
6555,2015,7,27,3,21.772,22.513
6556,2015,7,27,4,21.772,22.633
6557,2015,7,27,5,21.795,22.561
6558,2015,7,27,6,21.795,22.561
6559,2015,7,27,7,21.772,22.585
6560,2015,7,27,8,21.795,22.537
6561,2015,7,27,9,21.795,22.25
6562,2015,7,27,10,21.748,22.058
6563,2015,7,27,11,21.676,22.178
6564,2015,7,27,12,21.652,22.011
6565,2015,7,27,13,21.772,22.202
6566,2015,7,27,14,21.772,22.369
6567,2015,7,27,15,21.724,22.513
6568,2015,7,27,16,21.724,22.465
6569,2015,7,27,17,21.795,22.561
6570,2015,7,27,18,21.772,22.8
6571,2015,7,27,19,21.795,22.776
6572,2015,7,27,20,21.772,22.753
6573,2015,7,27,21,21.843,22.753
6574,2015,7,27,22,21.795,22.25
6575,2015,7,27,23,21.795,22.321
6576,2015,7,28,0,21.748,22.13
6577,2015,7,28,1,21.891,22.25
6578,2015,7,28,2,21.795,22.513
6579,2015,7,28,3,21.795,22.513
6580,2015,7,28,4,21.843,22.657
6581,2015,7,28,5,21.819,22.657
6582,2015,7,28,6,21.843,22.585
6583,2015,7,28,7,21.819,22.585
6584,2015,7,28,8,21.843,22.633
6585,2015,7,28,9,21.867,22.609
6586,2015,7,28,10,21.819,22.321
6587,2015,7,28,11,21.843,22.202
6588,2015,7,28,12,21.891,22.082
6589,2015,7,28,13,21.915,22.178
6590,2015,7,28,14,21.843,22.393
6591,2015,7,28,15,21.819,22.537
6592,2015,7,28,16,21.795,22.753
6593,2015,7,28,17,21.843,22.729
6594,2015,7,28,18,21.891,22.585
6595,2015,7,28,19,21.867,22.537
6596,2015,7,28,20,22.178,22.872
6597,2015,7,28,21,22.034,22.776
6598,2015,7,28,22,21.939,22.729
6599,2015,7,28,23,21.939,22.585
6600,2015,7,29,0,21.963,22.393
6601,2015,7,29,1,22.058,22.202
6602,2015,7,29,2,21.939,22.345
6603,2015,7,29,3,21.915,22.537
6604,2015,7,29,4,21.939,22.753
6605,2015,7,29,5,21.987,22.872
6606,2015,7,29,6,21.939,22.944
6607,2015,7,29,7,21.987,22.896
6608,2015,7,29,8,22.13,22.753
6609,2015,7,29,9,22.082,22.92
6610,2015,7,29,10,21.963,22.513
6611,2015,7,29,11,21.915,22.417
6612,2015,7,29,12,22.011,22.321
6613,2015,7,29,13,22.011,22.178
6614,2015,7,29,14,21.963,22.202
6615,2015,7,29,15,22.034,22.13
6616,2015,7,29,16,21.891,22.25
6617,2015,7,29,17,21.915,22.609
6618,2015,7,29,18,22.011,22.657
6619,2015,7,29,19,21.987,22.705
6620,2015,7,29,20,22.034,22.729
6621,2015,7,29,21,22.106,22.824
6622,2015,7,29,22,22.082,22.753
6623,2015,7,29,23,22.082,22.489
6624,2015,7,30,0,22.034,22.226
6625,2015,7,30,1,21.915,22.298
6626,2015,7,30,2,22.058,22.13
6627,2015,7,30,3,22.011,22.25
6628,2015,7,30,4,22.082,22.585
6629,2015,7,30,5,22.058,22.705
6630,2015,7,30,6,22.082,22.585
6631,2015,7,30,7,22.106,22.705
6632,2015,7,30,8,22.13,22.824
6633,2015,7,30,9,22.369,22.776
6634,2015,7,30,10,22.154,22.753
6635,2015,7,30,11,21.963,22.537
6636,2015,7,30,12,21.939,22.465
6637,2015,7,30,13,22.106,22.226
6638,2015,7,30,14,22.13,22.226
6639,2015,7,30,15,22.034,22.13
6640,2015,7,30,16,21.891,22.274
6641,2015,7,30,17,21.915,22.585
6642,2015,7,30,18,22.034,22.705
6643,2015,7,30,19,21.987,22.8
6644,2015,7,30,20,22.058,22.776
6645,2015,7,30,21,22.154,22.776
6646,2015,7,30,22,22.178,22.848
6647,2015,7,30,23,22.082,22.8
6648,2015,7,31,0,21.939,22.441
6649,2015,7,31,1,21.939,22.25
6650,2015,7,31,2,21.891,22.226
6651,2015,7,31,3,22.011,22.226
6652,2015,7,31,4,21.891,22.489
6653,2015,7,31,5,21.987,22.681
6654,2015,7,31,6,22.058,22.992
6655,2015,7,31,7,22.106,22.848
6656,2015,7,31,8,22.178,22.872
6657,2015,7,31,9,22.202,23.088
6658,2015,7,31,10,22.345,22.968
6659,2015,7,31,11,22.082,22.992
6660,2015,7,31,12,21.891,22.513
6661,2015,7,31,13,21.891,22.369
6662,2015,7,31,14,21.915,22.465
6663,2015,7,31,15,21.939,22.226
6664,2015,7,31,16,22.202,22.178
6665,2015,7,31,17,21.772,22.729
6666,2015,7,31,18,22.011,22.872
6667,2015,7,31,19,21.891,22.776
6668,2015,7,31,20,21.915,22.872
6669,2015,7,31,21,21.987,22.944
6670,2015,7,31,22,22.178,22.968
6671,2015,7,31,23,22.13,23.016
6672,2015,8,1,0,21.939,22.776
6673,2015,8,1,1,21.843,22.369
6674,2015,8,1,2,21.843,22.345
6675,2015,8,1,3,21.628,22.226
6676,2015,8,1,4,21.915,22.226
6677,2015,8,1,5,21.795,22.513
6678,2015,8,1,6,21.891,22.657
6679,2015,8,1,7,21.915,22.729
6680,2015,8,1,8,22.011,22.848
6681,2015,8,1,9,22.058,22.992
6682,2015,8,1,10,22.13,23.136
6683,2015,8,1,11,22.058,23.136
6684,2015,8,1,12,21.963,23.184
6685,2015,8,1,13,21.724,22.441
6686,2015,8,1,14,21.748,22.417
6687,2015,8,1,15,21.891,22.321
6688,2015,8,1,16,21.795,22.082
6689,2015,8,1,17,21.652,22.178
6690,2015,8,1,18,21.867,22.729
6691,2015,8,1,19,21.795,22.992
6692,2015,8,1,20,21.772,22.896
6693,2015,8,1,21,21.795,22.92
6694,2015,8,1,22,21.843,23.16
6695,2015,8,1,23,22.058,23.256
6696,2015,8,2,0,21.987,23.136
6697,2015,8,2,1,21.7,22.657
6698,2015,8,2,2,21.724,22.465
6699,2015,8,2,3,21.461,22.25
6700,2015,8,2,4,21.891,22.321
6701,2015,8,2,5,21.652,22.034
6702,2015,8,2,6,21.772,22.992
6703,2015,8,2,7,21.795,22.848
6704,2015,8,2,8,21.891,22.848
6705,2015,8,2,9,21.987,23.184
6706,2015,8,2,10,22.011,23.304
6707,2015,8,2,11,22.034,23.4
6708,2015,8,2,12,21.987,23.256
6709,2015,8,2,13,22.13,23.04
6710,2015,8,2,14,21.748,22.393
6711,2015,8,2,15,21.987,22.753
6712,2015,8,2,16,22.226,22.154
6713,2015,8,2,17,21.891,22.034
6714,2015,8,2,18,21.628,22.537
6715,2015,8,2,19,21.748,22.944
6716,2015,8,2,20,21.795,23.064
6717,2015,8,2,21,21.724,22.824
6718,2015,8,2,22,21.843,23.088
6719,2015,8,2,23,21.915,23.28
6720,2015,8,3,0,22.274,23.232
6721,2015,8,3,1,21.891,23.016
6722,2015,8,3,2,21.867,22.513
6723,2015,8,3,3,21.628,22.609
6724,2015,8,3,4,21.27,22.298
6725,2015,8,3,5,21.557,22.274
6726,2015,8,3,6,21.39,22.226
6727,2015,8,3,7,21.557,22.896
6728,2015,8,3,8,21.819,22.944
6729,2015,8,3,9,21.915,22.968
6730,2015,8,3,10,21.987,23.448
6731,2015,8,3,11,21.987,23.593
6732,2015,8,3,12,22.058,23.424
6733,2015,8,3,13,21.891,23.136
6734,2015,8,3,14,21.604,22.992
6735,2015,8,3,15,21.509,22.369
6736,2015,8,3,16,21.604,22.465
6737,2015,8,3,17,21.987,22.13
6738,2015,8,3,18,21.366,22.178
6739,2015,8,3,19,21.413,22.848
6740,2015,8,3,20,21.628,22.944
6741,2015,8,3,21,21.748,22.681
6742,2015,8,3,22,21.772,23.064
6743,2015,8,3,23,21.724,23.16
6744,2015,8,4,0,21.724,23.256
6745,2015,8,4,1,21.652,23.328
6746,2015,8,4,2,21.7,22.968
6747,2015,8,4,3,21.724,22.657
6748,2015,8,4,4,21.485,22.106
6749,2015,8,4,5,21.223,22.034
6750,2015,8,4,6,21.413,22.274
6751,2015,8,4,7,21.604,22.848
6752,2015,8,4,8,21.581,22.896
6753,2015,8,4,9,21.676,23.088
6754,2015,8,4,10,21.843,23.232
6755,2015,8,4,11,21.772,23.497
6756,2015,8,4,12,21.652,22.968
6757,2015,8,4,13,21.748,23.376
6758,2015,8,4,14,21.628,23.328
6759,2015,8,4,15,21.413,22.944
6760,2015,8,4,16,21.318,22.106
6761,2015,8,4,17,21.628,22.034
6762,2015,8,4,18,21.748,22.082
6763,2015,8,4,19,21.342,22.034
6764,2015,8,4,20,21.366,22.633
6765,2015,8,4,21,21.485,22.753
6766,2015,8,4,22,21.963,22.968
6767,2015,8,4,23,21.676,22.824
6768,2015,8,5,0,21.461,22.968
6769,2015,8,5,1,21.485,23.088
6770,2015,8,5,2,21.867,22.992
6771,2015,8,5,3,21.628,22.753
6772,2015,8,5,4,21.581,22.417
6773,2015,8,5,5,21.628,21.963
6774,2015,8,5,6,21.772,21.939
6775,2015,8,5,7,21.7,22.345
6776,2015,8,5,8,21.628,22.8
6777,2015,8,5,9,21.748,22.753
6778,2015,8,5,10,21.7,23.04
6779,2015,8,5,11,21.987,22.968
6780,2015,8,5,12,21.987,23.376
6781,2015,8,5,13,21.628,23.4
6782,2015,8,5,14,21.676,23.328
6783,2015,8,5,15,21.7,23.352
6784,2015,8,5,16,21.628,22.753
6785,2015,8,5,17,21.628,22.417
6786,2015,8,5,18,21.485,22.154
6787,2015,8,5,19,21.7,21.939
6788,2015,8,5,20,21.676,22.609
6789,2015,8,5,21,21.7,22.824
6790,2015,8,5,22,21.891,23.184
6791,2015,8,5,23,21.772,22.848
6792,2015,8,6,0,21.748,22.872
6793,2015,8,6,1,21.748,23.016
6794,2015,8,6,2,21.772,22.944
6795,2015,8,6,3,21.987,23.064
6796,2015,8,6,4,21.724,22.848
6797,2015,8,6,5,21.748,22.274
6798,2015,8,6,6,21.652,21.891
6799,2015,8,6,7,21.795,21.963
6800,2015,8,6,8,21.748,22.513
6801,2015,8,6,9,21.748,22.776
6802,2015,8,6,10,21.867,22.8
6803,2015,8,6,11,21.963,22.944
6804,2015,8,6,12,21.915,23.064
6805,2015,8,6,13,21.843,23.04
