Ano,Mes,Dia,hora,T20 Laje,T05 Ponte
2015,1,2,8,22.321,26.378
2015,1,2,9,21.366,26.818
2015,1,2,10,21.294,24.484
2015,1,2,11,20.936,24.508
2015,1,2,12,21.032,24.195
2015,1,2,13,20.96,24.629
2015,1,2,14,20.269,24.847
2015,1,2,15,22.034,24.919
2015,1,2,16,20.817,25.623
2015,1,2,17,21.581,24.968
2015,1,2,18,21.557,25.234
2015,1,2,19,21.557,26.867
2015,1,2,20,21.795,26.426
2015,1,2,21,21.939,25.841
2015,1,2,22,19.888,26.451
2015,1,2,23,20.913,24.823
2015,1,3,0,22.657,24.968
2015,1,3,1,22.896,24.05
2015,1,3,2,23.497,23.881
2015,1,3,3,22.25,25.065
2015,1,3,4,22.513,24.798
2015,1,3,5,22.537,26.207
2015,1,3,6,21.7,26.451
2015,1,3,7,21.724,26.061
2015,1,3,8,22.011,26.622
2015,1,3,9,22.537,26.207
2015,1,3,10,21.724,26.451
2015,1,3,11,22.944,24.726
2015,1,3,12,23.617,24.871
2015,1,3,13,23.328,24.605
2015,1,3,14,24.847,24.871
2015,1,3,15,23.569,25.258
2015,1,3,16,23.978,25.38
2015,1,3,17,23.064,25.404
2015,1,3,18,22.968,25.671
2015,1,3,19,22.992,25.89
2015,1,3,20,22.992,25.817
2015,1,3,21,23.28,26.012
2015,1,3,22,23.689,26.085
2015,1,3,23,23.352,26.109
2015,1,4,0,24.629,25.525
2015,1,4,1,25.283,23.761
2015,1,4,2,25.89,24.919
2015,1,4,3,25.162,25.647
2015,1,4,4,25.647,25.598
2015,1,4,5,25.016,25.453
2015,1,4,6,24.871,25.283
2015,1,4,7,24.436,25.963
2015,1,4,8,24.557,26.646
2015,1,4,9,24.412,26.598
2015,1,4,10,25.258,26.28
2015,1,4,11,24.823,26.426
2015,1,4,12,25.355,25.841
2015,1,4,13,25.355,25.72
2015,1,4,14,25.453,25.234
2015,1,4,15,25.768,25.453
2015,1,4,16,25.574,25.744
2015,1,4,17,25.574,26.182
2015,1,4,18,25.258,26.158
2015,1,4,19,24.847,25.914
2015,1,4,20,25.016,26.573
2015,1,4,21,25.186,26.916
2015,1,4,22,25.113,26.842
2015,1,4,23,25.089,26.916
2015,1,5,0,25.453,26.256
2015,1,5,1,25.623,25.939
2015,1,5,2,25.841,25.793
2015,1,5,3,26.036,25.817
2015,1,5,4,26.5,25.914
2015,1,5,5,26.109,25.866
2015,1,5,6,26.134,27.186
2015,1,5,7,25.987,27.014
2015,1,5,8,25.939,26.671
2015,1,5,9,25.89,26.94
2015,1,5,10,25.89,27.21
2015,1,5,11,25.963,26.622
2015,1,5,12,25.963,26.744
2015,1,5,13,26.134,26.109
2015,1,5,14,26.109,26.134
2015,1,5,15,26.012,25.866
2015,1,5,16,26.524,26.28
2015,1,5,17,26.207,26.426
2015,1,5,18,26.158,26.891
2015,1,5,19,26.012,27.284
2015,1,5,20,25.987,27.284
2015,1,5,21,25.89,27.628
2015,1,5,22,25.89,27.063
2015,1,5,23,26.012,27.284
2015,1,6,0,25.939,26.744
2015,1,6,1,26.378,26.573
2015,1,6,2,26.036,26.231
2015,1,6,3,25.89,26.256
2015,1,6,4,25.72,26.28
2015,1,6,5,25.914,26.353
2015,1,6,6,25.695,26.475
2015,1,6,7,25.768,26.573
2015,1,6,8,25.914,26.598
2015,1,6,9,26.012,26.916
2015,1,6,10,26.134,27.087
2015,1,6,11,26.134,26.94
2015,1,6,12,26.036,27.014
2015,1,6,13,25.817,26.72
2015,1,6,14,25.793,26.451
2015,1,6,15,25.744,26.598
2015,1,6,16,25.744,26.207
2015,1,6,17,25.72,26.304
2015,1,6,18,25.817,26.524
2015,1,6,19,25.817,27.161
2015,1,6,20,25.866,27.21
2015,1,6,21,26.012,27.53
2015,1,6,22,26.134,27.358
2015,1,6,23,26.134,27.358
2015,1,7,0,26.182,27.014
2015,1,7,1,26.158,27.259
2015,1,7,2,26.134,26.671
2015,1,7,3,25.525,26.524
2015,1,7,4,25.162,26.426
2015,1,7,5,24.798,26.329
2015,1,7,6,25.113,26.304
2015,1,7,7,25.137,26.744
2015,1,7,8,25.525,26.842
2015,1,7,9,25.744,26.695
2015,1,7,10,26.061,27.112
2015,1,7,11,26.085,26.94
2015,1,7,12,25.38,26.891
2015,1,7,13,23.809,26.989
2015,1,7,14,23.256,26.671
2015,1,7,15,23.256,26.671
2015,1,7,16,21.819,26.036
2015,1,7,17,23.785,25.939
2015,1,7,18,23.665,26.769
2015,1,7,19,23.232,26.867
2015,1,7,20,23.641,27.21
2015,1,7,21,23.857,27.456
2015,1,7,22,24.823,27.407
2015,1,7,23,25.793,27.308
2015,1,8,0,24.774,27.505
2015,1,8,1,23.545,27.579
2015,1,8,2,22.705,26.989
2015,1,8,3,23.136,26.5
2015,1,8,4,22.585,25.914
2015,1,8,5,22.13,25.744
2015,1,8,6,23.978,25.331
2015,1,8,7,22.848,26.524
2015,1,8,8,23.208,26.598
2015,1,8,9,23.641,26.695
2015,1,8,10,24.508,27.21
2015,1,8,11,23.761,27.087
2015,1,8,12,23.497,27.259
2015,1,8,13,22.417,27.063
2015,1,8,14,21.963,26.671
2015,1,8,15,22.154,25.574
2015,1,8,16,20.913,25.38
2015,1,8,17,20.579,24.798
2015,1,8,18,21.246,25.598
2015,1,8,19,21.724,26.182
2015,1,8,20,21.963,26.744
2015,1,8,21,22.369,26.989
2015,1,8,22,22.896,27.481
2015,1,8,23,23.304,27.308
2015,1,9,0,22.298,27.579
2015,1,9,1,21.294,27.579
2015,1,9,2,20.246,27.333
2015,1,9,3,20.913,26.622
2015,1,9,4,20.96,25.598
2015,1,9,5,20.031,24.339
2015,1,9,6,19.579,24.195
2015,1,9,7,21.676,25.744
2015,1,9,8,20.913,26.329
2015,1,9,9,21.39,25.914
2015,1,9,10,22.298,27.112
2015,1,9,11,20.889,27.186
2015,1,9,12,20.555,26.965
2015,1,9,13,20.198,26.818
2015,1,9,14,19.532,26.426
2015,1,9,15,19.318,25.939
2015,1,9,16,18.794,23.93
2015,1,9,17,18.319,23.617
2015,1,9,18,18.58,24.315
2015,1,9,19,19.222,25.186
2015,1,9,20,18.961,26.28
2015,1,9,21,19.603,27.112
2015,1,9,22,20.055,27.136
2015,1,9,23,20.436,26.646
2015,1,10,0,19.365,27.136
2015,1,10,1,19.77,26.549
2015,1,10,2,18.842,25.744
2015,1,10,3,18.438,26.353
2015,1,10,4,19.008,25.04
2015,1,10,5,18.985,23.545
2015,1,10,6,18.961,21.915
2015,1,10,7,19.984,23.833
2015,1,10,8,21.628,24.508
2015,1,10,9,19.341,25.258
2015,1,10,10,19.555,26.524
2015,1,10,11,21.628,27.407
2015,1,10,12,19.817,27.112
2015,1,10,13,19.436,25.963
2015,1,10,14,19.056,24.46
2015,1,10,15,19.008,25.234
2015,1,10,16,19.127,24.291
2015,1,10,17,18.604,22.705
2015,1,10,18,18.366,22.681
2015,1,10,19,18.985,23.785
2015,1,10,20,18.818,24.46
2015,1,10,21,19.365,25.817
2015,1,10,22,18.937,26.329
2015,1,10,23,19.222,26.72
2015,1,11,0,19.555,26.989
2015,1,11,1,19.365,26.353
2015,1,11,2,19.294,25.21
2015,1,11,3,19.103,25.525
2015,1,11,4,19.294,26.085
2015,1,11,5,20.77,22.824
2015,1,11,6,22.369,22.681
2015,1,11,7,22.513,24.702
2015,1,11,8,21.127,25.331
2015,1,11,9,20.793,27.308
2015,1,11,10,20.507,26.94
2015,1,11,11,22.633,26.5
2015,1,11,12,21.032,27.161
2015,1,11,13,21.987,26.451
2015,1,11,14,21.891,24.798
2015,1,11,15,21.437,25.768
2015,1,11,16,21.008,24.05
2015,1,11,17,22.25,24.944
2015,1,11,18,22.417,23.785
2015,1,11,19,22.609,23.833
2015,1,11,20,23.304,24.75
2015,1,11,21,21.175,25.016
2015,1,11,22,20.126,25.793
2015,1,11,23,20.698,25.963
2015,1,12,0,22.369,26.134
2015,1,12,1,22.25,26.256
2015,1,12,2,21.342,26.818
2015,1,12,3,21.891,26.793
2015,1,12,4,20.913,25.307
2015,1,12,5,21.557,24.532
2015,1,12,6,22.944,24.002
2015,1,12,7,22.968,23.617
2015,1,12,8,22.872,25.574
2015,1,12,9,22.513,25.647
2015,1,12,10,21.223,26.304
2015,1,12,11,21.772,26.085
2015,1,12,12,21.748,26.793
2015,1,12,13,22.345,26.5
2015,1,12,14,22.944,24.968
2015,1,12,15,23.617,25.065
2015,1,12,16,21.413,25.914
2015,1,12,17,22.226,25.477
2015,1,12,18,23.376,25.55
2015,1,12,19,23.208,24.726
2015,1,12,20,22.298,24.871
2015,1,12,21,23.497,25.744
2015,1,12,22,21.795,25.768
2015,1,12,23,24.171,26.085
2015,1,13,0,22.705,26.304
2015,1,13,1,23.016,26.304
2015,1,13,2,22.417,26.475
2015,1,13,3,22.441,26.475
2015,1,13,4,22.705,26.646
2015,1,13,5,21.772,25.841
2015,1,13,6,22.609,25.065
2015,1,13,7,23.28,24.774
2015,1,13,8,23.088,24.823
2015,1,13,9,22.705,25.501
2015,1,13,10,22.944,25.939
2015,1,13,11,22.274,26.158
2015,1,13,12,23.472,26.598
2015,1,13,13,22.441,26.451
2015,1,13,14,22.968,26.256
2015,1,13,15,22.753,26.182
2015,1,13,16,22.417,26.207
2015,1,13,17,22.609,25.914
2015,1,13,18,21.867,26.109
2015,1,13,19,22.202,25.38
2015,1,13,20,22.465,25.525
2015,1,13,21,22.489,25.404
2015,1,13,22,22.657,25.623
2015,1,13,23,22.944,26.28
2015,1,14,0,23.016,25.963
2015,1,14,1,22.609,26.329
2015,1,14,2,22.417,26.646
2015,1,14,3,22.896,26.646
2015,1,14,4,23.16,26.72
2015,1,14,5,22.753,26.867
2015,1,14,6,22.106,26.769
2015,1,14,7,21.963,25.598
2015,1,14,8,22.369,26.402
2015,1,14,9,22.657,25.477
2015,1,14,10,22.753,25.914
2015,1,14,11,24.002,25.963
2015,1,14,12,23.16,26.549
2015,1,14,13,22.154,26.72
2015,1,14,14,21.628,26.72
2015,1,14,15,22.441,26.818
2015,1,14,16,22.13,27.382
2015,1,14,17,22.705,27.579
2015,1,14,18,22.202,26.695
2015,1,14,19,22.011,26.426
2015,1,14,20,23.424,25.939
2015,1,14,21,25.428,26.012
2015,1,14,22,24.074,26.109
2015,1,14,23,24.677,26.231
2015,1,15,0,23.641,26.207
2015,1,15,1,22.8,26.256
2015,1,15,2,22.705,26.891
2015,1,15,3,23.665,27.358
2015,1,15,4,22.465,27.677
2015,1,15,5,23.569,27.653
2015,1,15,6,24.412,27.998
2015,1,15,7,22.753,27.727
2015,1,15,8,23.016,26.842
2015,1,15,9,23.136,26.28
2015,1,15,10,23.328,26.061
2015,1,15,11,23.472,26.158
2015,1,15,12,23.064,26.598
2015,1,15,13,23.376,26.622
2015,1,15,14,24.291,26.573
2015,1,15,15,23.617,27.038
2015,1,15,16,22.681,27.235
2015,1,15,17,22.705,27.653
2015,1,15,18,23.4,28.023
2015,1,15,19,22.896,27.875
2015,1,15,20,22.944,27.407
2015,1,15,21,23.833,26.793
2015,1,15,22,24.074,26.671
2015,1,15,23,24.532,26.769
2015,1,16,0,23.809,26.524
2015,1,16,1,24.315,26.646
2015,1,16,2,24.05,26.646
2015,1,16,3,23.472,27.161
2015,1,16,4,23.833,27.333
2015,1,16,5,23.376,27.481
2015,1,16,6,23.954,27.801
2015,1,16,7,26.012,27.554
2015,1,16,8,23.737,27.628
2015,1,16,9,24.05,26.891
2015,1,16,10,24.895,26.891
2015,1,16,11,26.061,26.622
2015,1,16,12,25.331,26.769
2015,1,16,13,25.234,26.524
2015,1,16,14,25.768,27.431
2015,1,16,15,24.315,27.751
2015,1,16,16,24.315,27.505
2015,1,16,17,23.857,28.245
2015,1,16,18,24.532,27.628
2015,1,16,19,25.283,28.345
2015,1,16,20,24.677,27.998
2015,1,16,21,24.823,27.653
2015,1,16,22,25.113,27.407
2015,1,16,23,25.501,28.072
2015,1,17,0,24.968,26.916
2015,1,17,1,24.291,27.677
2015,1,17,2,25.307,27.604
2015,1,17,3,25.137,27.653
2015,1,17,4,25.453,27.505
2015,1,17,5,24.508,27.702
2015,1,17,6,24.726,27.924
2015,1,17,7,25.065,27.899
2015,1,17,8,26.085,28.097
2015,1,17,9,24.098,28.122
2015,1,17,10,24.146,27.554
2015,1,17,11,24.484,27.628
2015,1,17,12,23.954,27.505
2015,1,17,13,24.243,27.579
2015,1,17,14,23.954,27.628
2015,1,17,15,24.508,27.628
2015,1,17,16,25.695,27.801
2015,1,17,17,25.574,27.899
2015,1,17,18,24.895,28.394
2015,1,17,19,25.113,28.444
2015,1,17,20,25.501,28.692
2015,1,17,21,24.702,28.543
2015,1,17,22,23.857,27.875
2015,1,17,23,23.448,27.776
2015,1,18,0,22.25,27.235
2015,1,18,1,22.369,26.793
2015,1,18,2,22.585,26.793
2015,1,18,3,22.369,26.646
2015,1,18,4,23.545,26.916
2015,1,18,5,23.978,27.776
2015,1,18,6,24.098,27.974
2015,1,18,7,23.857,27.899
2015,1,18,8,24.315,28.097
2015,1,18,9,25.162,27.998
2015,1,18,10,23.112,28.394
2015,1,18,11,22.609,27.727
2015,1,18,12,22.896,26.891
2015,1,18,13,22.274,26.353
2015,1,18,14,23.761,26.085
2015,1,18,15,23.256,26.793
2015,1,18,16,23.136,27.628
2015,1,18,17,23.04,27.801
2015,1,18,18,23.424,27.481
2015,1,18,19,23.761,27.456
2015,1,18,20,23.93,27.875
2015,1,18,21,25.307,28.468
2015,1,18,22,23.761,28.196
2015,1,18,23,23.617,27.85
2015,1,19,0,23.328,26.622
2015,1,19,1,22.824,26.109
2015,1,19,2,22.848,25.817
2015,1,19,3,23.28,25.623
2015,1,19,4,23.4,25.841
2015,1,19,5,23.617,26.426
2015,1,19,6,23.881,27.677
2015,1,19,7,23.737,27.554
2015,1,19,8,24.122,27.653
2015,1,19,9,24.726,28.171
2015,1,19,10,25.089,28.023
2015,1,19,11,22.609,28.32
2015,1,19,12,22.92,26.671
2015,1,19,13,23.304,26.085
2015,1,19,14,22.848,25.55
2015,1,19,15,23.304,26.207
2015,1,19,16,23.4,26.353
2015,1,19,17,24.532,27.014
2015,1,19,18,23.376,27.161
2015,1,19,19,23.689,27.284
2015,1,19,20,24.339,27.554
2015,1,19,21,24.895,27.653
2015,1,19,22,25.647,28.097
2015,1,19,23,24.122,27.924
2015,1,20,0,24.847,27.653
2015,1,20,1,24.992,26.378
2015,1,20,2,24.823,26.818
2015,1,20,3,24.605,26.671
2015,1,20,4,24.823,26.524
2015,1,20,5,24.653,26.965
2015,1,20,6,24.46,27.087
2015,1,20,7,25.04,26.94
2015,1,20,8,25.477,27.481
2015,1,20,9,25.501,27.751
2015,1,20,10,26.012,28.221
2015,1,20,11,26.72,27.776
2015,1,20,12,24.557,27.801
2015,1,20,13,25.744,26.965
2015,1,20,14,26.451,26.573
2015,1,20,15,27.161,26.475
2015,1,20,16,26.524,26.842
2015,1,20,17,26.134,26.622
2015,1,20,18,26.402,27.136
2015,1,20,19,25.695,27.653
2015,1,20,20,26.134,27.407
2015,1,20,21,26.207,27.825
2015,1,20,22,26.304,27.998
2015,1,20,23,26.72,28.345
2015,1,21,0,26.402,27.776
2015,1,21,1,27.21,27.112
2015,1,21,2,28.048,27.21
2015,1,21,3,28.692,27.308
2015,1,21,4,28.543,27.431
2015,1,21,5,28.27,27.702
2015,1,21,6,27.751,27.53
2015,1,21,7,27.998,27.456
2015,1,21,8,27.949,27.53
2015,1,21,9,27.259,27.554
2015,1,21,10,27.308,28.072
2015,1,21,11,27.456,28.097
2015,1,21,12,27.628,28.147
2015,1,21,13,27.653,27.924
2015,1,21,14,28.147,27.505
2015,1,21,15,28.866,27.604
2015,1,21,16,28.891,27.949
2015,1,21,17,28.692,28.27
2015,1,21,18,28.642,27.875
2015,1,21,19,28.023,27.825
2015,1,21,20,28.023,27.875
2015,1,21,21,27.875,28.023
2015,1,21,22,27.751,28.048
2015,1,21,23,27.554,28.171
2015,1,22,0,27.579,28.419
2015,1,22,1,28.394,28.023
2015,1,22,2,28.568,27.702
2015,1,22,3,28.742,27.801
2015,1,22,4,29.365,28.196
2015,1,22,5,28.394,28.369
2015,1,22,6,28.444,28.345
2015,1,22,7,28.245,28.369
2015,1,22,8,28.468,28.196
2015,1,22,9,28.518,28.568
2015,1,22,10,28.468,28.742
2015,1,22,11,28.345,28.345
2015,1,22,12,28.593,28.023
2015,1,22,13,28.394,28.147
2015,1,22,14,28.468,28.27
2015,1,22,15,28.568,28.221
2015,1,22,16,28.791,28.345
2015,1,22,17,28.866,28.518
2015,1,22,18,28.468,28.493
2015,1,22,19,28.543,28.32
2015,1,22,20,28.468,28.295
2015,1,22,21,28.543,28.394
2015,1,22,22,28.543,28.345
2015,1,22,23,28.543,28.369
2015,1,23,0,28.444,28.27
2015,1,23,1,28.394,28.419
2015,1,23,2,28.543,28.394
2015,1,23,3,28.419,28.147
2015,1,23,4,28.468,28.27
2015,1,23,5,28.617,28.493
2015,1,23,6,28.742,28.468
2015,1,23,7,28.692,28.419
2015,1,23,8,28.617,28.32
2015,1,23,9,28.568,28.221
2015,1,23,10,28.468,28.493
2015,1,23,11,28.468,28.295
2015,1,23,12,28.444,28.543
2015,1,23,13,28.493,28.468
2015,1,23,14,28.568,28.419
2015,1,23,15,28.642,28.468
2015,1,23,16,28.642,28.444
2015,1,23,17,28.667,28.419
2015,1,23,18,28.593,28.568
2015,1,23,19,28.543,28.468
2015,1,23,20,28.617,28.444
2015,1,23,21,28.642,28.345
2015,1,23,22,28.642,28.444
2015,1,23,23,28.617,28.444
2015,1,24,0,28.543,28.667
2015,1,24,1,28.518,28.642
2015,1,24,2,28.493,28.593
2015,1,24,3,28.593,28.493
2015,1,24,4,28.593,28.345
2015,1,24,5,28.543,28.419
2015,1,24,6,28.543,28.493
2015,1,24,7,28.493,28.493
2015,1,24,8,28.518,28.419
2015,1,24,9,28.518,28.394
2015,1,24,10,28.518,28.568
2015,1,24,11,28.543,28.543
2015,1,24,12,28.543,28.593
2015,1,24,13,28.543,28.766
2015,1,24,14,28.543,28.642
2015,1,24,15,28.593,28.916
2015,1,24,16,28.593,28.667
2015,1,24,17,28.642,28.468
2015,1,24,18,28.642,28.493
2015,1,24,19,28.593,28.493
2015,1,24,20,28.593,28.345
2015,1,24,21,28.593,28.518
2015,1,24,22,28.617,28.543
2015,1,24,23,28.593,28.518
2015,1,25,0,28.593,28.493
2015,1,25,1,28.617,28.518
2015,1,25,2,28.593,28.593
2015,1,25,3,28.593,28.593
2015,1,25,4,28.593,28.493
2015,1,25,5,28.221,28.444
2015,1,25,6,28.097,28.468
2015,1,25,7,28.295,28.493
2015,1,25,8,28.097,28.518
2015,1,25,9,28.27,28.419
2015,1,25,10,28.345,28.518
2015,1,25,11,28.27,28.468
2015,1,25,12,28.32,28.493
2015,1,25,13,28.32,28.593
2015,1,25,14,28.295,28.667
2015,1,25,15,28.295,28.766
2015,1,25,16,27.21,28.692
2015,1,25,17,27.899,28.493
2015,1,25,18,27.751,28.543
2015,1,25,19,27.85,28.493
2015,1,25,20,27.653,28.866
2015,1,25,21,27.653,29.24
2015,1,25,22,27.677,29.165
2015,1,25,23,28.122,28.766
2015,1,26,0,27.899,28.617
2015,1,26,1,27.825,29.09
2015,1,26,2,27.776,29.14
2015,1,26,3,27.974,29.09
2015,1,26,4,28.345,28.941
2015,1,26,5,27.431,28.667
2015,1,26,6,27.825,28.593
2015,1,26,7,27.112,28.394
2015,1,26,8,27.136,28.543
2015,1,26,9,27.186,28.791
2015,1,26,10,27.358,28.816
2015,1,26,11,27.998,28.841
2015,1,26,12,26.842,28.916
2015,1,26,13,26.329,28.891
2015,1,26,14,27.014,28.965
2015,1,26,15,27.333,29.19
2015,1,26,16,28.023,28.866
2015,1,26,17,26.182,28.891
2015,1,26,18,27.333,28.692
2015,1,26,19,26.671,27.974
2015,1,26,20,27.949,28.642
2015,1,26,21,27.038,28.667
2015,1,26,22,27.038,28.742
2015,1,26,23,27.456,28.965
2015,1,27,0,27.481,28.891
2015,1,27,1,27.21,28.891
2015,1,27,2,27.407,28.916
2015,1,27,3,27.358,28.866
2015,1,27,4,27.653,28.941
2015,1,27,5,27.875,28.965
2015,1,27,6,27.382,28.766
2015,1,27,7,27.677,28.221
2015,1,27,8,27.825,28.295
2015,1,27,9,27.998,28.147
2015,1,27,10,27.702,29.015
2015,1,27,11,27.677,28.816
2015,1,27,12,28.072,28.866
2015,1,27,13,27.949,28.99
2015,1,27,14,28.048,28.593
2015,1,27,15,27.628,28.667
2015,1,27,16,27.653,28.866
2015,1,27,17,28.295,28.841
2015,1,27,18,27.751,28.941
2015,1,27,19,27.949,28.667
2015,1,27,20,28.023,28.419
2015,1,27,21,28.097,28.419
2015,1,27,22,27.751,28.518
2015,1,27,23,27.949,28.791
2015,1,28,0,28.072,28.891
2015,1,28,1,27.801,28.866
2015,1,28,2,27.628,28.891
2015,1,28,3,27.899,28.742
2015,1,28,4,27.677,29.065
2015,1,28,5,27.653,28.99
2015,1,28,6,27.751,29.115
2015,1,28,7,27.087,29.065
2015,1,28,8,27.063,28.617
2015,1,28,9,27.235,28.419
2015,1,28,10,27.825,28.667
2015,1,28,11,27.998,28.742
2015,1,28,12,27.974,28.916
2015,1,28,13,27.112,28.965
2015,1,28,14,26.916,28.965
2015,1,28,15,27.579,28.518
2015,1,28,16,27.456,28.941
2015,1,28,17,27.136,29.265
2015,1,28,18,27.702,29.165
2015,1,28,19,26.867,28.941
2015,1,28,20,26.353,29.19
2015,1,28,21,25.939,28.543
2015,1,28,22,26.549,28.419
2015,1,28,23,26.965,28.766
2015,1,29,0,26.891,28.965
2015,1,29,1,27.038,29.09
2015,1,29,2,26.109,28.99
2015,1,29,3,26.5,28.941
2015,1,29,4,26.916,28.543
2015,1,29,5,27.284,28.866
2015,1,29,6,27.554,29.015
2015,1,29,7,26.426,29.14
2015,1,29,8,26.182,29.165
2015,1,29,9,26.061,28.369
2015,1,29,10,26.867,29.015
2015,1,29,11,26.256,28.816
2015,1,29,12,26.182,28.766
2015,1,29,13,26.916,29.015
2015,1,29,14,26.036,28.99
2015,1,29,15,25.963,28.99
2015,1,29,16,26.012,28.941
2015,1,29,17,26.402,29.34
2015,1,29,18,26.867,29.34
2015,1,29,19,26.622,28.99
2015,1,29,20,25.768,29.065
2015,1,29,21,25.501,28.742
2015,1,29,22,25.744,28.866
2015,1,29,23,26.329,28.543
2015,1,30,0,26.524,28.171
2015,1,30,1,26.109,28.742
2015,1,30,2,26.182,28.692
2015,1,30,3,26.012,28.742
2015,1,30,4,26.207,28.791
2015,1,30,5,26.134,28.766
2015,1,30,6,26.695,29.015
2015,1,30,7,27.85,28.965
2015,1,30,8,25.987,28.99
2015,1,30,9,26.012,28.866
2015,1,30,10,25.987,27.875
2015,1,30,11,26.061,28.617
2015,1,30,12,26.231,28.543
2015,1,30,13,26.231,28.171
2015,1,30,14,26.231,28.468
2015,1,30,15,26.231,28.791
2015,1,30,16,26.061,29.29
2015,1,30,17,26.158,29.24
2015,1,30,18,25.987,29.09
2015,1,30,19,26.378,29.365
2015,1,30,20,26.231,29.24
2015,1,30,21,25.89,29.24
2015,1,30,22,26.134,28.345
2015,1,30,23,26.622,28.196
2015,1,31,0,27.333,28.171
2015,1,31,1,28.048,27.579
2015,1,31,2,27.087,28.048
2015,1,31,3,27.284,28.245
2015,1,31,4,27.604,28.394
2015,1,31,5,26.5,28.642
2015,1,31,6,26.695,28.667
2015,1,31,7,26.744,28.965
2015,1,31,8,27.186,28.941
2015,1,31,9,27.259,28.99
2015,1,31,10,27.112,28.742
2015,1,31,11,27.456,27.899
2015,1,31,12,27.554,28.394
2015,1,31,13,27.949,28.295
2015,1,31,14,27.53,28.221
2015,1,31,15,27.751,28.717
2015,1,31,16,27.235,29.09
2015,1,31,17,27.186,29.14
2015,1,31,18,27.186,28.916
2015,1,31,19,27.284,29.09
2015,1,31,20,27.259,29.19
2015,1,31,21,27.727,29.29
2015,1,31,22,27.259,29.14
2015,1,31,23,27.801,28.742
2015,2,1,0,27.899,28.369
2015,2,1,1,27.653,28.518
2015,2,1,2,27.85,28.245
2015,2,1,3,28.196,28.345
2015,2,1,4,27.727,28.419
2015,2,1,5,27.776,28.543
2015,2,1,6,27.801,28.717
2015,2,1,7,27.653,28.841
2015,2,1,8,27.628,29.015
2015,2,1,9,27.825,29.015
2015,2,1,10,27.53,29.015
2015,2,1,11,27.727,28.891
2015,2,1,12,27.727,28.444
2015,2,1,13,27.702,28.245
2015,2,1,14,27.677,28.147
2015,2,1,15,27.702,28.369
2015,2,1,16,27.801,28.866
2015,2,1,17,27.751,29.015
2015,2,1,18,27.85,28.791
2015,2,1,19,27.751,28.791
2015,2,1,20,27.776,29.09
2015,2,1,21,27.825,29.265
2015,2,1,22,27.998,29.29
2015,2,1,23,27.653,29.215
2015,2,2,0,27.284,28.99
2015,2,2,1,27.161,28.468
2015,2,2,2,26.891,28.196
2015,2,2,3,27.161,28.147
2015,2,2,4,26.94,28.097
2015,2,2,5,26.965,28.617
2015,2,2,6,27.112,28.866
2015,2,2,7,27.235,28.717
2015,2,2,8,27.456,28.891
2015,2,2,9,27.85,28.965
2015,2,2,10,27.505,29.04
2015,2,2,11,27.063,29.04
2015,2,2,12,26.842,28.444
2015,2,2,13,26.818,28.171
2015,2,2,14,26.891,27.974
2015,2,2,15,27.087,27.974
2015,2,2,16,26.867,28.345
2015,2,2,17,27.087,28.742
2015,2,2,18,27.21,29.04
2015,2,2,19,27.186,29.19
2015,2,2,20,27.308,29.065
2015,2,2,21,27.579,29.015
2015,2,2,22,28.048,29.115
2015,2,2,23,25.987,29.115
2015,2,3,0,26.061,28.468
2015,2,3,1,26.231,28.245
2015,2,3,2,25.793,28.023
2015,2,3,3,24.944,27.85
2015,2,3,4,25.355,27.358
2015,2,3,5,25.283,28.023
2015,2,3,6,25.21,28.345
2015,2,3,7,25.817,28.791
2015,2,3,8,26.012,28.593
2015,2,3,9,26.549,28.717
2015,2,3,10,26.94,28.841
2015,2,3,11,25.793,28.941
2015,2,3,12,25.307,28.072
2015,2,3,13,25.477,27.875
2015,2,3,14,26.304,27.456
2015,2,3,15,26.231,27.063
2015,2,3,16,26.671,27.284
2015,2,3,17,26.036,28.221
2015,2,3,18,26.304,28.245
2015,2,3,19,25.914,28.369
2015,2,3,20,26.061,28.593
2015,2,3,21,26.353,28.667
2015,2,3,22,26.695,28.816
2015,2,3,23,26.109,28.941
2015,2,4,0,25.162,28.742
2015,2,4,1,25.744,28.468
2015,2,4,2,23.785,27.702
2015,2,4,3,23.689,27.161
2015,2,4,4,24.026,26.744
2015,2,4,5,24.605,26.671
2015,2,4,6,24.532,27.628
2015,2,4,7,24.968,28.147
2015,2,4,8,25.137,28.221
2015,2,4,9,25.89,28.444
2015,2,4,10,26.5,28.345
2015,2,4,11,25.234,28.617
2015,2,4,12,24.339,28.568
2015,2,4,13,24.315,27.604
2015,2,4,14,24.726,27.136
2015,2,4,15,23.881,26.573
2015,2,4,16,24.871,26.989
2015,2,4,17,25.089,26.867
2015,2,4,18,25.065,27.456
2015,2,4,19,25.162,28.023
2015,2,4,20,25.38,28.295
2015,2,4,21,25.695,28.568
2015,2,4,22,26.451,28.593
2015,2,4,23,25.453,28.642
2015,2,5,0,24.895,28.617
2015,2,5,1,24.75,28.171
2015,2,5,2,25.065,27.259
2015,2,5,3,23.448,26.94
2015,2,5,4,22.729,26.426
2015,2,5,5,23.28,26.304
2015,2,5,6,23.545,26.867
2015,2,5,7,24.171,27.801
2015,2,5,8,24.774,28.097
2015,2,5,9,24.944,28.171
2015,2,5,10,25.234,28.245
2015,2,5,11,25.501,28.32
2015,2,5,12,24.484,28.444
