,intensidade,direcao,uwind,vwind,Anom
2015-01-01 00:00:00,3.3,329.0,1.6996,-2.8287,0.2220513699
2015-01-01 01:00:00,3.2,306.0,2.5889,-1.8809,0.2120513699
2015-01-01 02:00:00,5.4,304.0,4.4768,-3.0196,0.1920513699
2015-01-01 03:00:00,1.6,200.0,0.5472,1.5035,0.1220513699
2015-01-01 04:00:00,3.2,308.0,2.5216,-1.9701,-0.007948630140000001
2015-01-01 05:00:00,2.2,337.0,0.8596,-2.0251,-0.1779486301
2015-01-01 06:00:00,3.0,1.0,-0.0524,-2.9995,-0.3179486301
2015-01-01 07:00:00,1.3,327.0,0.708,-1.0903,-0.3679486301
2015-01-01 08:00:00,1.1,94.0,-1.0973,0.0767,-0.26794863010000003
2015-01-01 09:00:00,0.7,325.0,0.4015,-0.5734,-0.09794863014
2015-01-01 10:00:00,1.0,140.0,-0.6428,0.766,0.05205136986
2015-01-01 11:00:00,1.0,42.0,-0.6691,-0.7431,0.1320513699
2015-01-01 12:00:00,1.7,79.0,-1.6688,-0.3244,0.1420513699
2015-01-01 13:00:00,2.5,82.0,-2.4757,-0.3479,0.1220513699
2015-01-01 14:00:00,1.8,92.0,-1.7989,0.0628,0.08205136986
2015-01-01 15:00:00,1.7,75.0,-1.6421,-0.44,0.00205136986
2015-01-01 16:00:00,1.9,119.0,-1.6618,0.9211,-0.12794863010000002
2015-01-01 17:00:00,1.8,252.0,1.7119,0.5562,-0.2979486301
2015-01-01 18:00:00,0.5,263.0,0.4963,0.0609,-0.4579486301
2015-01-01 19:00:00,1.6,4.0,-0.1116,-1.5961,-0.5479486301000001
2015-01-01 20:00:00,1.6,107.0,-1.5301,0.4678,-0.4879486301
2015-01-01 21:00:00,1.4,96.0,-1.3923,0.1463,-0.3079486301
2015-01-01 22:00:00,1.8,127.0,-1.4375,1.0833,-0.09794863014
2015-01-01 23:00:00,2.1,111.0,-1.9605,0.7526,0.09205136986
2015-01-02 00:00:00,1.4,129.0,-1.088,0.881,0.2120513699
2015-01-02 01:00:00,1.6,136.0,-1.1115,1.1509,0.2720513699
2015-01-02 02:00:00,5.2,193.0,1.1697,5.0667,0.2720513699
2015-01-02 03:00:00,3.4,224.0,2.3618,2.4458,0.2120513699
2015-01-02 04:00:00,3.5,45.0,-2.4749,-2.4749,0.08205136986
2015-01-02 05:00:00,2.7,15.0,-0.6988,-2.608,-0.09794863014
2015-01-02 06:00:00,1.6,204.0,0.6508,1.4617,-0.26794863010000003
2015-01-02 07:00:00,1.7,212.0,0.9009,1.4417,-0.3779486301
2015-01-02 08:00:00,3.0,209.0,1.4544,2.6239,-0.3779486301
2015-01-02 09:00:00,6.3,209.0,3.0543,5.5101,-0.2479486301
2015-01-02 10:00:00,6.3,224.0,4.3763,4.5318,-0.04794863014
2015-01-02 11:00:00,6.1,213.0,3.3223,5.1159,0.1220513699
2015-01-02 12:00:00,6.3,199.0,2.0511,5.9568,0.2220513699
2015-01-02 13:00:00,6.8,197.0,1.9881,6.5029,0.2320513699
2015-01-02 14:00:00,5.9,198.0,1.8232,5.6112,0.1820513699
2015-01-02 15:00:00,7.6,196.0,2.0948,7.3056,0.09205136986
2015-01-02 16:00:00,6.3,202.0,2.36,5.8413,-0.03794863014
2015-01-02 17:00:00,5.4,206.0,2.3672,4.8535,-0.2079486301
2015-01-02 18:00:00,7.0,199.0,2.279,6.6186,-0.3979486301
2015-01-02 19:00:00,7.0,197.0,2.0466,6.6941,-0.5379486301
2015-01-02 20:00:00,5.8,193.0,1.3047,5.6513,-0.5679486301
2015-01-02 21:00:00,5.9,190.0,1.0245,5.8104,-0.4779486301
2015-01-02 22:00:00,5.1,192.0,1.0603,4.9886,-0.2479486301
2015-01-02 23:00:00,4.5,187.0,0.5484,4.4665,0.02205136986
2015-01-03 00:00:00,4.9,189.0,0.7665,4.8397,0.2520513699
2015-01-03 01:00:00,3.9,191.0,0.7442,3.8283,0.3820513699
2015-01-03 02:00:00,1.3,253.0,1.2432,0.3801,0.4220513699
2015-01-03 03:00:00,1.0,248.0,0.9272,0.3746,0.3820513699
2015-01-03 04:00:00,1.2,295.0,1.0876,-0.5071,0.2720513699
2015-01-03 05:00:00,1.2,318.0,0.803,-0.8918,0.1120513699
2015-01-03 06:00:00,1.4,327.0,0.7625,-1.1741,-0.07794863014
2015-01-03 07:00:00,1.5,319.0,0.9841,-1.1321,-0.2579486301
2015-01-03 08:00:00,1.1,311.0,0.8302,-0.7217,-0.3479486301
2015-01-03 09:00:00,1.6,318.0,1.0706,-1.189,-0.3079486301
2015-01-03 10:00:00,1.1,311.0,0.8302,-0.7217,-0.1379486301
2015-01-03 11:00:00,1.3,251.0,1.2292,0.4232,0.1120513699
2015-01-03 12:00:00,1.8,171.0,-0.2816,1.7778,0.3320513699
2015-01-03 13:00:00,2.9,184.0,0.2023,2.8929,0.4420513699
2015-01-03 14:00:00,1.7,130.0,-1.3023,1.0927,0.4120513699
2015-01-03 15:00:00,2.1,125.0,-1.7202,1.2045,0.3020513699
2015-01-03 16:00:00,2.4,110.0,-2.2553,0.8208,0.1620513699
2015-01-03 17:00:00,2.8,93.0,-2.7962,0.1465,-0.007948630140000001
2015-01-03 18:00:00,2.9,96.0,-2.8841,0.3031,-0.1979486301
2015-01-03 19:00:00,3.3,82.0,-3.2679,-0.4593,-0.3779486301
2015-01-03 20:00:00,3.8,70.0,-3.5708,-1.2997,-0.5179486301
2015-01-03 21:00:00,3.4,57.0,-2.8515,-1.8518,-0.5179486301
2015-01-03 22:00:00,3.7,48.0,-2.7496,-2.4758,-0.3679486301
2015-01-03 23:00:00,2.1,10.0,-0.3647,-2.0681,-0.08794863014000001
2015-01-04 00:00:00,2.5,18.0,-0.7725,-2.3776,0.2320513699
2015-01-04 01:00:00,2.7,21.0,-0.9676,-2.5207,0.4920513699
2015-01-04 02:00:00,1.3,341.0,0.4232,-1.2292,0.6020513699
2015-01-04 03:00:00,1.4,333.0,0.6356,-1.2474,0.5720513699
2015-01-04 04:00:00,1.7,338.0,0.6368,-1.5762,0.4620513699
2015-01-04 05:00:00,1.7,331.0,0.8242,-1.4869,0.3020513699
2015-01-04 06:00:00,1.2,323.0,0.7222,-0.9584,0.1220513699
2015-01-04 07:00:00,1.2,356.0,0.0837,-1.1971,-0.04794863014
2015-01-04 08:00:00,1.2,359.0,0.0209,-1.1998,-0.1779486301
2015-01-04 09:00:00,1.5,221.0,0.9841,1.1321,-0.2179486301
2015-01-04 10:00:00,1.2,211.0,0.618,1.0286,-0.12794863010000002
2015-01-04 11:00:00,1.6,182.0,0.0558,1.599,0.1020513699
2015-01-04 12:00:00,1.8,110.0,-1.6914,0.6156,0.3520513699
2015-01-04 13:00:00,2.0,115.0,-1.8126,0.8452,0.5420513699
2015-01-04 14:00:00,1.9,112.0,-1.7616,0.7118,0.6120513699
2015-01-04 15:00:00,2.1,109.0,-1.9856,0.6837,0.5620513699
2015-01-04 16:00:00,2.2,122.0,-1.8657,1.1658,0.3920513699
2015-01-04 17:00:00,2.1,136.0,-1.4588,1.5106,0.1620513699
2015-01-04 18:00:00,2.6,127.0,-2.0765,1.5647,-0.09794863014
2015-01-04 19:00:00,3.4,164.0,-0.9372,3.2683,-0.3079486301
2015-01-04 20:00:00,2.6,110.0,-2.4432,0.8893,-0.4579486301
2015-01-04 21:00:00,1.7,108.0,-1.6168,0.5253,-0.5079486301
2015-01-04 22:00:00,1.5,115.0,-1.3595,0.6339,-0.4479486301
2015-01-04 23:00:00,2.1,91.0,-2.0997,0.0367,-0.2479486301
2015-01-05 00:00:00,2.5,81.0,-2.4692,-0.3911,0.05205136986
2015-01-05 01:00:00,1.9,63.0,-1.6929,-0.8626,0.3720513699
2015-01-05 02:00:00,1.0,286.0,0.9613,-0.2756,0.6120513699
2015-01-05 03:00:00,1.2,315.0,0.8485,-0.8485,0.6820513699
2015-01-05 04:00:00,1.0,323.0,0.6018,-0.7986,0.6020513699
2015-01-05 05:00:00,1.2,337.0,0.4689,-1.1046,0.4220513699
2015-01-05 06:00:00,1.3,339.0,0.4659,-1.2137,0.2120513699
2015-01-05 07:00:00,1.4,330.0,0.7,-1.2124,0.02205136986
2015-01-05 08:00:00,1.4,320.0,0.8999,-1.0725,-0.1479486301
2015-01-05 09:00:00,1.3,338.0,0.487,-1.2053,-0.2479486301
2015-01-05 10:00:00,1.3,329.0,0.6695,-1.1143,-0.2479486301
2015-01-05 11:00:00,1.8,11.0,-0.3435,-1.7669,-0.12794863010000002
2015-01-05 12:00:00,2.9,65.0,-2.6283,-1.2256,0.1220513699
2015-01-05 13:00:00,4.2,65.0,-3.8065,-1.775,0.3920513699
2015-01-05 14:00:00,4.3,71.0,-4.0657,-1.3999,0.5820513699
2015-01-05 15:00:00,5.0,74.0,-4.8063,-1.3782,0.6020513699
2015-01-05 16:00:00,6.0,70.0,-5.6382,-2.0521,0.4620513699
2015-01-05 17:00:00,6.0,67.0,-5.523,-2.3444,0.2120513699
2015-01-05 18:00:00,6.2,68.0,-5.7485,-2.3226,-0.05794863014
2015-01-05 19:00:00,6.4,66.0,-5.8467,-2.6031,-0.2979486301
2015-01-05 20:00:00,7.2,61.0,-6.2973,-3.4906,-0.4679486301
2015-01-05 21:00:00,7.6,61.0,-6.6471,-3.6846,-0.5779486301
2015-01-05 22:00:00,7.5,60.0,-6.4952,-3.75,-0.6279486301
2015-01-05 23:00:00,8.3,56.0,-6.881,-4.6413,-0.5279486301
2015-01-06 00:00:00,8.3,55.0,-6.799,-4.7607,-0.26794863010000003
2015-01-06 01:00:00,6.4,49.0,-4.8301,-4.1988,0.08205136986
2015-01-06 02:00:00,5.5,45.0,-3.8891,-3.8891,0.4120513699
2015-01-06 03:00:00,4.7,40.0,-3.0211,-3.6004,0.5920513699
2015-01-06 04:00:00,5.7,46.0,-4.1002,-3.9596,0.5620513699
2015-01-06 05:00:00,3.7,33.0,-2.0152,-3.1031,0.3820513699
2015-01-06 06:00:00,4.2,36.0,-2.4687,-3.3979,0.1620513699
2015-01-06 07:00:00,2.6,12.0,-0.5406,-2.5432,-0.04794863014
2015-01-06 08:00:00,2.2,42.0,-1.4721,-1.6349,-0.2079486301
2015-01-06 09:00:00,2.8,24.0,-1.1389,-2.5579,-0.3279486301
2015-01-06 10:00:00,3.3,11.0,-0.6297,-3.2394,-0.3879486301
2015-01-06 11:00:00,2.1,11.0,-0.4007,-2.0614,-0.3279486301
2015-01-06 12:00:00,3.3,75.0,-3.1876,-0.8541,-0.1479486301
2015-01-06 13:00:00,3.3,68.0,-3.0597,-1.2362,0.1320513699
2015-01-06 14:00:00,5.6,64.0,-5.0332,-2.4549,0.3920513699
2015-01-06 15:00:00,6.1,58.0,-5.1731,-3.2325,0.5220513699
2015-01-06 16:00:00,6.5,61.0,-5.685,-3.1513,0.4720513699
2015-01-06 17:00:00,6.0,62.0,-5.2977,-2.8168,0.2620513699
2015-01-06 18:00:00,6.5,61.0,-5.685,-3.1513,-0.017948630139999998
2015-01-06 19:00:00,7.1,56.0,-5.8862,-3.9703,-0.2779486301
2015-01-06 20:00:00,6.7,58.0,-5.6819,-3.5505,-0.4779486301
2015-01-06 21:00:00,6.5,57.0,-5.4514,-3.5402,-0.6079486301
2015-01-06 22:00:00,5.6,50.0,-4.2898,-3.5996,-0.6879486301
2015-01-06 23:00:00,3.5,43.0,-2.387,-2.5597,-0.6679486301
2015-01-07 00:00:00,3.7,47.0,-2.706,-2.5234,-0.5079486301
2015-01-07 01:00:00,4.5,50.0,-3.4472,-2.8925,-0.2279486301
2015-01-07 02:00:00,2.8,13.0,-0.6299,-2.7282,0.1020513699
2015-01-07 03:00:00,1.7,318.0,1.1375,-1.2633,0.3720513699
2015-01-07 04:00:00,2.5,19.0,-0.8139,-2.3638,0.4720513699
2015-01-07 05:00:00,2.5,36.0,-1.4695,-2.0225,0.3820513699
2015-01-07 06:00:00,2.5,8.0,-0.3479,-2.4757,0.1720513699
2015-01-07 07:00:00,2.6,49.0,-1.9622,-1.7058,-0.05794863014
2015-01-07 08:00:00,2.1,20.0,-0.7182,-1.9734,-0.2479486301
2015-01-07 09:00:00,1.6,5.0,-0.1394,-1.5939,-0.3879486301
2015-01-07 10:00:00,1.7,43.0,-1.1594,-1.2433,-0.4779486301
2015-01-07 11:00:00,4.0,60.0,-3.4641,-2.0,-0.4779486301
2015-01-07 12:00:00,3.0,75.0,-2.8978,-0.7765,-0.3779486301
2015-01-07 13:00:00,3.8,63.0,-3.3858,-1.7252,-0.15794863010000001
2015-01-07 14:00:00,3.2,82.0,-3.1689,-0.4454,0.1320513699
2015-01-07 15:00:00,4.7,59.0,-4.0287,-2.4207,0.3520513699
2015-01-07 16:00:00,4.4,53.0,-3.514,-2.648,0.4120513699
2015-01-07 17:00:00,4.0,201.0,1.4335,3.7343,0.2820513699
2015-01-07 18:00:00,2.6,199.0,0.8465,2.4583,0.04205136986
2015-01-07 19:00:00,1.7,2.0,-0.0593,-1.699,-0.2079486301
2015-01-07 20:00:00,2.5,329.0,1.2876,-2.1429,-0.4279486301
2015-01-07 21:00:00,1.8,271.0,1.7997,-0.0314,-0.5779486301
2015-01-07 22:00:00,3.5,200.0,1.1971,3.2889,-0.6879486301
2015-01-07 23:00:00,2.1,233.0,1.6771,1.2638,-0.7579486301
2015-01-08 00:00:00,3.5,188.0,0.4871,3.4659,-0.7479486301
2015-01-08 01:00:00,2.9,198.0,0.8961,2.7581,-0.5879486301
2015-01-08 02:00:00,0.6,32.0,-0.318,-0.5088,-0.2879486301
2015-01-08 03:00:00,1.8,21.0,-0.6451,-1.6804,0.04205136986
2015-01-08 04:00:00,1.7,346.0,0.4113,-1.6495,0.2520513699
2015-01-08 05:00:00,2.9,4.0,-0.2023,-2.8929,0.2520513699
2015-01-08 06:00:00,2.0,332.0,0.9389,-1.7659,0.07205136986
2015-01-08 07:00:00,1.7,14.0,-0.4113,-1.6495,-0.1679486301
2015-01-08 08:00:00,1.0,5.0,-0.0872,-0.9962,-0.3379486301
2015-01-08 09:00:00,1.0,26.0,-0.4384,-0.8988,-0.4079486301
2015-01-08 10:00:00,1.7,61.0,-1.4869,-0.8242,-0.4479486301
2015-01-08 11:00:00,1.4,102.0,-1.3694,0.2911,-0.4879486301
2015-01-08 12:00:00,1.7,91.0,-1.6997,0.0297,-0.4579486301
2015-01-08 13:00:00,1.9,165.0,-0.4918,1.8353,-0.3079486301
2015-01-08 14:00:00,2.1,150.0,-1.05,1.8187,-0.05794863014
2015-01-08 15:00:00,2.8,162.0,-0.8652,2.663,0.1920513699
2015-01-08 16:00:00,3.5,160.0,-1.1971,3.2889,0.3420513699
2015-01-08 17:00:00,3.5,194.0,0.8467,3.396,0.3120513699
2015-01-08 18:00:00,1.2,225.0,0.8485,0.8485,0.1420513699
2015-01-08 19:00:00,1.6,326.0,0.8947,-1.3265,-0.09794863014
2015-01-08 20:00:00,1.2,37.0,-0.7222,-0.9584,-0.3079486301
2015-01-08 21:00:00,1.4,320.0,0.8999,-1.0725,-0.4579486301
2015-01-08 22:00:00,2.1,336.0,0.8541,-1.9184,-0.5479486301000001
2015-01-08 23:00:00,1.8,338.0,0.6743,-1.6689,-0.6079486301
2015-01-09 00:00:00,1.7,341.0,0.5535,-1.6074,-0.6079486301
2015-01-09 01:00:00,1.7,10.0,-0.2952,-1.6742,-0.5079486301
2015-01-09 02:00:00,1.7,324.0,0.9992,-1.3753,-0.2879486301
2015-01-09 03:00:00,1.5,263.0,1.4888,0.1828,0.02205136986
2015-01-09 04:00:00,1.0,175.0,-0.0872,0.9962,0.3020513699
2015-01-09 05:00:00,0.5,139.0,-0.328,0.3774,0.4220513699
2015-01-09 06:00:00,1.1,242.0,0.9712,0.5164,0.3520513699
2015-01-09 07:00:00,1.2,191.0,0.229,1.178,0.1520513699
2015-01-09 08:00:00,1.5,154.0,-0.6576,1.3482,-0.02794863014
2015-01-09 09:00:00,0.7,347.0,0.1575,-0.6821,-0.15794863010000001
2015-01-09 10:00:00,0.9,311.0,0.6792,-0.5905,-0.2279486301
2015-01-09 11:00:00,1.3,298.0,1.1478,-0.6103,-0.2579486301
2015-01-09 12:00:00,1.4,104.0,-1.3584,0.3387,-0.2479486301
2015-01-09 13:00:00,1.6,120.0,-1.3856,0.8,-0.1779486301
2015-01-09 14:00:00,1.9,145.0,-1.0898,1.5564,0.00205136986
2015-01-09 15:00:00,1.7,172.0,-0.2366,1.6835,0.2320513699
2015-01-09 16:00:00,2.3,179.0,-0.0401,2.2996,0.4420513699
2015-01-09 17:00:00,2.1,160.0,-0.7182,1.9734,0.5220513699
2015-01-09 18:00:00,1.4,83.0,-1.3896,-0.1706,0.4320513699
2015-01-09 19:00:00,2.5,91.0,-2.4996,0.0436,0.2420513699
2015-01-09 20:00:00,3.2,67.0,-2.9456,-1.2503,0.03205136986
2015-01-09 21:00:00,3.7,58.0,-3.1378,-1.9607,-0.1379486301
2015-01-09 22:00:00,4.7,212.0,2.4906,3.9858,-0.2379486301
2015-01-09 23:00:00,3.8,182.0,0.1326,3.7977,-0.3079486301
2015-01-10 00:00:00,2.3,190.0,0.3994,2.2651,-0.3379486301
2015-01-10 01:00:00,3.3,43.0,-2.2506,-2.4135,-0.3179486301
2015-01-10 02:00:00,3.1,13.0,-0.6973,-3.0205,-0.2079486301
2015-01-10 03:00:00,4.0,24.0,-1.6269,-3.6542,0.012051369860000001
2015-01-10 04:00:00,1.2,11.0,-0.229,-1.178,0.2720513699
2015-01-10 05:00:00,2.0,345.0,0.5176,-1.9319,0.4620513699
2015-01-10 06:00:00,1.7,346.0,0.4113,-1.6495,0.4920513699
2015-01-10 07:00:00,1.5,273.0,1.4979,-0.0785,0.3820513699
2015-01-10 08:00:00,1.0,321.0,0.6293,-0.7771,0.2120513699
2015-01-10 09:00:00,2.3,317.0,1.5686,-1.6821,0.062051369860000004
2015-01-10 10:00:00,1.8,327.0,0.9804,-1.5096,-0.05794863014
2015-01-10 11:00:00,1.3,320.0,0.8356,-0.9959,-0.11794863010000001
2015-01-10 12:00:00,1.2,96.0,-1.1934,0.1254,-0.1379486301
2015-01-10 13:00:00,1.9,150.0,-0.95,1.6454,-0.1079486301
2015-01-10 14:00:00,2.1,128.0,-1.6548,1.2929,-0.007948630140000001
2015-01-10 15:00:00,2.2,108.0,-2.0923,0.6798,0.1520513699
2015-01-10 16:00:00,2.8,144.0,-1.6458,2.2652,0.3320513699
2015-01-10 17:00:00,2.4,119.0,-2.0991,1.1635,0.4720513699
2015-01-10 18:00:00,2.3,95.0,-2.2912,0.2005,0.48205136989999997
2015-01-10 19:00:00,2.6,79.0,-2.5522,-0.4961,0.3720513699
2015-01-10 20:00:00,2.7,87.0,-2.6963,-0.1413,0.1720513699
2015-01-10 21:00:00,3.3,67.0,-3.0377,-1.2894,-0.017948630139999998
2015-01-10 22:00:00,3.5,55.0,-2.867,-2.0075,-0.1479486301
2015-01-10 23:00:00,3.1,51.0,-2.4092,-1.9509,-0.2079486301
2015-01-11 00:00:00,2.2,57.0,-1.8451,-1.1982,-0.2379486301
2015-01-11 01:00:00,1.9,44.0,-1.3199,-1.3667,-0.2579486301
2015-01-11 02:00:00,1.4,8.0,-0.1948,-1.3864,-0.2279486301
2015-01-11 03:00:00,1.9,1.0,-0.0332,-1.8997,-0.09794863014
2015-01-11 04:00:00,1.2,15.0,-0.3106,-1.1591,0.1320513699
2015-01-11 05:00:00,0.5,346.0,0.121,-0.4851,0.3420513699
2015-01-11 06:00:00,1.6,32.0,-0.8479,-1.3569,0.4420513699
2015-01-11 07:00:00,1.8,31.0,-0.9271,-1.5429,0.3820513699
2015-01-11 08:00:00,2.3,18.0,-0.7107,-2.1874,0.2420513699
2015-01-11 09:00:00,1.8,6.0,-0.1882,-1.7901,0.1020513699
2015-01-11 10:00:00,2.0,32.0,-1.0598,-1.6961,0.012051369860000001
2015-01-11 11:00:00,3.0,36.0,-1.7634,-2.4271,-0.02794863014
2015-01-11 12:00:00,4.6,57.0,-3.8579,-2.5053,-0.05794863014
2015-01-11 13:00:00,4.2,61.0,-3.6734,-2.0362,-0.08794863014000001
2015-01-11 14:00:00,3.8,80.0,-3.7423,-0.6599,-0.08794863014000001
2015-01-11 15:00:00,4.7,81.0,-4.6421,-0.7352,0.00205136986
2015-01-11 16:00:00,4.8,74.0,-4.6141,-1.3231,0.1820513699
2015-01-11 17:00:00,5.1,64.0,-4.5838,-2.2357,0.3620513699
2015-01-11 18:00:00,4.6,67.0,-4.2343,-1.7974,0.4420513699
2015-01-11 19:00:00,4.7,65.0,-4.2596,-1.9863,0.4020513699
2015-01-11 20:00:00,4.8,65.0,-4.3503,-2.0286,0.2720513699
2015-01-11 21:00:00,4.3,69.0,-4.0144,-1.541,0.1320513699
2015-01-11 22:00:00,2.3,59.0,-1.9715,-1.1846,0.012051369860000001
2015-01-11 23:00:00,1.8,57.0,-1.5096,-0.9804,-0.07794863014
2015-01-12 00:00:00,2.7,39.0,-1.6992,-2.0983,-0.1379486301
2015-01-12 01:00:00,2.5,9.0,-0.3911,-2.4692,-0.1979486301
2015-01-12 02:00:00,1.6,339.0,0.5734,-1.4937,-0.2179486301
2015-01-12 03:00:00,2.1,328.0,1.1128,-1.7809,-0.15794863010000001
2015-01-12 04:00:00,1.6,350.0,0.2778,-1.5757,-0.007948630140000001
2015-01-12 05:00:00,1.4,359.0,0.0244,-1.3998,0.1620513699
2015-01-12 06:00:00,1.3,156.0,-0.5288,1.1876,0.3020513699
2015-01-12 07:00:00,0.8,117.0,-0.7128,0.3632,0.3320513699
2015-01-12 08:00:00,1.0,314.0,0.7193,-0.6947,0.2420513699
2015-01-12 09:00:00,1.5,317.0,1.023,-1.097,0.1120513699
2015-01-12 10:00:00,1.6,311.0,1.2075,-1.0497,0.04205136986
2015-01-12 11:00:00,2.1,302.0,1.7809,-1.1128,0.012051369860000001
2015-01-12 12:00:00,2.6,304.0,2.1555,-1.4539,-0.017948630139999998
2015-01-12 13:00:00,2.5,281.0,2.4541,-0.477,-0.07794863014
2015-01-12 14:00:00,2.4,134.0,-1.7264,1.6672,-0.1379486301
2015-01-12 15:00:00,3.0,146.0,-1.6776,2.4871,-0.11794863010000001
2015-01-12 16:00:00,4.9,183.0,0.2564,4.8933,-0.007948630140000001
2015-01-12 17:00:00,4.0,162.0,-1.2361,3.8042,0.1620513699
2015-01-12 18:00:00,3.2,135.0,-2.2627,2.2627,0.3020513699
2015-01-12 19:00:00,2.3,101.0,-2.2577,0.4389,0.3320513699
2015-01-12 20:00:00,2.8,132.0,-2.0808,1.8736,0.2620513699
2015-01-12 21:00:00,3.9,166.0,-0.9435,3.7842,0.1620513699
2015-01-12 22:00:00,1.0,150.0,-0.5,0.866,0.08205136986
2015-01-12 23:00:00,1.5,148.0,-0.7949,1.2721,0.02205136986
2015-01-13 00:00:00,1.1,127.0,-0.8785,0.662,-0.03794863014
2015-01-13 01:00:00,0.9,154.0,-0.3945,0.8089,-0.1079486301
2015-01-13 02:00:00,0.7,130.0,-0.5362,0.45,-0.1779486301
2015-01-13 03:00:00,1.2,91.0,-1.1998,0.0209,-0.1979486301
2015-01-13 04:00:00,2.0,91.0,-1.9997,0.0349,-0.1379486301
2015-01-13 05:00:00,1.4,41.0,-0.9185,-1.0566,-0.017948630139999998
2015-01-13 06:00:00,0.6,271.0,0.5999,-0.0105,0.1420513699
2015-01-13 07:00:00,0.5,351.0,0.0782,-0.4938,0.2620513699
2015-01-13 08:00:00,1.1,40.0,-0.7071,-0.8426,0.2620513699
2015-01-13 09:00:00,1.5,27.0,-0.681,-1.3365,0.1820513699
2015-01-13 10:00:00,2.7,62.0,-2.384,-1.2676,0.09205136986
2015-01-13 11:00:00,3.9,66.0,-3.5628,-1.5863,0.05205136986
2015-01-13 12:00:00,4.9,61.0,-4.2856,-2.3756,0.04205136986
2015-01-13 13:00:00,4.6,66.0,-4.2023,-1.871,0.012051369860000001
2015-01-13 14:00:00,5.6,61.0,-4.8979,-2.7149,-0.06794863014
2015-01-13 15:00:00,6.3,61.0,-5.5101,-3.0543,-0.1479486301
2015-01-13 16:00:00,5.3,67.0,-4.8787,-2.0709,-0.15794863010000001
2015-01-13 17:00:00,6.3,64.0,-5.6624,-2.7617,-0.07794863014
2015-01-13 18:00:00,5.9,59.0,-5.0573,-3.0387,0.05205136986
2015-01-13 19:00:00,6.9,57.0,-5.7868,-3.758,0.1720513699
2015-01-13 20:00:00,5.4,57.0,-4.5288,-2.9411,0.2320513699
2015-01-13 21:00:00,4.4,50.0,-3.3706,-2.8283,0.2120513699
2015-01-13 22:00:00,5.4,50.0,-4.1366,-3.4711,0.1620513699
2015-01-13 23:00:00,4.9,39.0,-3.0837,-3.808,0.1020513699
2015-01-14 00:00:00,4.1,22.0,-1.5359,-3.8015,0.062051369860000004
2015-01-14 01:00:00,3.2,351.0,0.5006,-3.1606,0.012051369860000001
2015-01-14 02:00:00,4.0,340.0,1.3681,-3.7588,-0.05794863014
2015-01-14 03:00:00,2.8,326.0,1.5657,-2.3213,-0.1379486301
2015-01-14 04:00:00,1.7,359.0,0.0297,-1.6997,-0.1879486301
2015-01-14 05:00:00,3.0,204.0,1.2202,2.7406,-0.1679486301
2015-01-14 06:00:00,7.5,195.0,1.9411,7.2444,-0.06794863014
2015-01-14 07:00:00,6.0,198.0,1.8541,5.7063,0.062051369860000004
2015-01-14 08:00:00,2.0,183.0,0.1047,1.9973,0.1520513699
2015-01-14 09:00:00,1.1,293.0,1.0126,-0.4298,0.1720513699
2015-01-14 10:00:00,1.4,352.0,0.1948,-1.3864,0.1320513699
2015-01-14 11:00:00,2.3,337.0,0.8987,-2.1172,0.1020513699
2015-01-14 12:00:00,3.7,6.0,-0.3868,-3.6797,0.1020513699
2015-01-14 13:00:00,3.0,342.0,0.9271,-2.8532,0.09205136986
2015-01-14 14:00:00,2.6,25.0,-1.0988,-2.3564,0.03205136986
2015-01-14 15:00:00,2.9,17.0,-0.8479,-2.7733,-0.09794863014
2015-01-14 16:00:00,4.6,57.0,-3.8579,-2.5053,-0.2079486301
2015-01-14 17:00:00,4.9,59.0,-4.2001,-2.5237,-0.2179486301
2015-01-14 18:00:00,2.3,110.0,-2.1613,0.7866,-0.09794863014
2015-01-14 19:00:00,6.6,191.0,1.2593,6.4787,0.07205136986
2015-01-14 20:00:00,5.3,203.0,2.0709,4.8787,0.1920513699
2015-01-14 21:00:00,5.2,211.0,2.6782,4.4573,0.2420513699
2015-01-14 22:00:00,0.5,111.0,-0.4668,0.1792,0.2620513699
2015-01-14 23:00:00,1.9,77.0,-1.8513,-0.4274,0.2620513699
2015-01-15 00:00:00,1.7,76.0,-1.6495,-0.4113,0.2520513699
2015-01-15 01:00:00,1.6,6.0,-0.1672,-1.5912,0.2120513699
2015-01-15 02:00:00,1.3,271.0,1.2998,-0.0227,0.1220513699
2015-01-15 03:00:00,1.2,256.0,1.1644,0.2903,-0.007948630140000001
2015-01-15 04:00:00,1.0,193.0,0.225,0.9744,-0.1379486301
2015-01-15 05:00:00,0.8,215.0,0.4589,0.6553,-0.1979486301
2015-01-15 06:00:00,1.8,209.0,0.8727,1.5743,-0.1679486301
2015-01-15 07:00:00,3.0,214.0,1.6776,2.4871,-0.05794863014
2015-01-15 08:00:00,2.8,220.0,1.7998,2.1449,0.05205136986
2015-01-15 09:00:00,1.3,225.0,0.9192,0.9192,0.1220513699
2015-01-15 10:00:00,1.1,230.0,0.8426,0.7071,0.1620513699
2015-01-15 11:00:00,1.3,218.0,0.8004,1.0244,0.1820513699
2015-01-15 12:00:00,1.4,252.0,1.3315,0.4326,0.2020513699
2015-01-15 13:00:00,1.7,232.0,1.3396,1.0466,0.1820513699
2015-01-15 14:00:00,3.5,197.0,1.0233,3.3471,0.09205136986
