,intensidade,direcao,uwind,vwind,Anom
2016-06-07 00:00:00,2.7,224.0,1.8756,1.9422,0.0017099271399999998
2016-06-07 01:00:00,1.6,229.0,1.2075,1.0497,0.2517099271
2016-06-07 02:00:00,1.1,284.0,1.0673,-0.2661,0.5317099271
2016-06-07 03:00:00,1.4,329.0,0.7211,-1.2,0.7017099270999999
2016-06-07 04:00:00,0.6,247.0,0.5523,0.2344,0.6917099270999999
2016-06-07 05:00:00,1.0,281.0,0.9816,-0.1908,0.5417099271
2016-06-07 06:00:00,1.1,323.0,0.662,-0.8785,0.3317099271
2016-06-07 07:00:00,1.2,311.0,0.9057,-0.7873,0.1417099271
2016-06-07 08:00:00,1.5,317.0,1.023,-1.097,0.0017099271399999998
2016-06-07 09:00:00,2.1,296.0,1.8875,-0.9206,-0.1182900729
2016-06-07 10:00:00,2.3,303.0,1.9289,-1.2527,-0.2482900729
2016-06-07 11:00:00,1.8,260.0,1.7727,0.3126,-0.3382900729
2016-06-07 12:00:00,0.8,45.0,-0.5657,-0.5657,-0.2982900729
2016-06-07 13:00:00,2.3,292.0,2.1325,-0.8616,-0.07829007286
2016-06-07 14:00:00,1.4,111.0,-1.307,0.5017,0.2617099271
2016-06-07 15:00:00,1.8,111.0,-1.6804,0.6451,0.5917099271
2016-06-07 16:00:00,2.1,101.0,-2.0614,0.4007,0.7717099271
2016-06-07 17:00:00,1.8,97.0,-1.7866,0.2194,0.7717099271
2016-06-07 18:00:00,1.7,96.0,-1.6907,0.1777,0.6617099271
2016-06-07 19:00:00,1.9,103.0,-1.8513,0.4274,0.5317099271
2016-06-07 20:00:00,1.2,126.0,-0.9708,0.7053,0.4117099271
2016-06-07 21:00:00,2.6,294.0,2.3752,-1.0575,0.2917099271
2016-06-07 22:00:00,1.3,307.0,1.0382,-0.7824,0.1617099271
2016-06-07 23:00:00,1.9,305.0,1.5564,-1.0898,0.051709927139999994
2016-06-08 00:00:00,4.0,294.0,3.6542,-1.6269,0.01170992714
2016-06-08 01:00:00,2.7,310.0,2.0683,-1.7355,0.1217099271
2016-06-08 02:00:00,1.3,291.0,1.2137,-0.4659,0.3517099271
2016-06-08 03:00:00,2.7,293.0,2.4854,-1.055,0.5817099271
2016-06-08 04:00:00,1.7,294.0,1.553,-0.6915,0.6717099270999999
2016-06-08 05:00:00,1.1,351.0,0.1721,-1.0865,0.5917099271
2016-06-08 06:00:00,0.8,328.0,0.4239,-0.6784,0.4117099271
2016-06-08 07:00:00,0.9,188.0,0.1253,0.8912,0.2117099271
2016-06-08 08:00:00,2.7,215.0,1.5487,2.2117,0.04170992714
2016-06-08 09:00:00,2.6,236.0,2.1555,1.4539,-0.07829007286
2016-06-08 10:00:00,2.2,255.0,2.125,0.5694,-0.1882900729
2016-06-08 11:00:00,1.2,118.0,-1.0595,0.5634,-0.2982900729
2016-06-08 12:00:00,2.9,241.0,2.5364,1.4059,-0.3382900729
2016-06-08 13:00:00,4.0,270.0,4.0,-0.0,-0.2582900729
2016-06-08 14:00:00,3.3,216.0,1.9397,2.6698,-0.038290072859999996
2016-06-08 15:00:00,4.2,225.0,2.9698,2.9698,0.2517099271
2016-06-08 16:00:00,4.7,219.0,2.9578,3.6526,0.5117099271
2016-06-08 17:00:00,4.1,223.0,2.7962,2.9986,0.6017099271
2016-06-08 18:00:00,3.8,223.0,2.5916,2.7791,0.5317099271
2016-06-08 19:00:00,4.2,236.0,3.482,2.3486,0.3917099271
2016-06-08 20:00:00,3.4,246.0,3.1061,1.3829,0.2817099271
2016-06-08 21:00:00,2.4,234.0,1.9416,1.4107,0.1817099271
2016-06-08 22:00:00,2.3,269.0,2.2996,0.0401,0.1217099271
2016-06-08 23:00:00,1.1,46.0,-0.7913,-0.7641,0.061709927139999995
2016-06-09 00:00:00,2.1,301.0,1.8001,-1.0816,0.0017099271399999998
2016-06-09 01:00:00,3.4,284.0,3.299,-0.8225,0.0017099271399999998
2016-06-09 02:00:00,2.0,321.0,1.2586,-1.5543,0.1017099271
2016-06-09 03:00:00,2.0,278.0,1.9805,-0.2783,0.2917099271
2016-06-09 04:00:00,1.9,275.0,1.8928,-0.1656,0.4517099271
2016-06-09 05:00:00,1.8,283.0,1.7539,-0.4049,0.5017099271
2016-06-09 06:00:00,2.1,276.0,2.0885,-0.2195,0.4117099271
2016-06-09 07:00:00,2.1,257.0,2.0462,0.4724,0.2317099271
2016-06-09 08:00:00,3.1,248.0,2.8743,1.1613,0.031709927140000004
2016-06-09 09:00:00,1.6,340.0,0.5472,-1.5035,-0.1182900729
2016-06-09 10:00:00,1.2,332.0,0.5634,-1.0595,-0.1682900729
2016-06-09 11:00:00,1.4,357.0,0.0733,-1.3981,-0.1982900729
2016-06-09 12:00:00,1.3,242.0,1.1478,0.6103,-0.2282900729
2016-06-09 13:00:00,2.3,227.0,1.6821,1.5686,-0.2482900729
2016-06-09 14:00:00,3.0,182.0,0.1047,2.9982,-0.1682900729
2016-06-09 15:00:00,3.5,179.0,-0.0611,3.4995,0.04170992714
2016-06-09 16:00:00,2.3,132.0,-1.7092,1.539,0.3217099271
2016-06-09 17:00:00,3.5,202.0,1.3111,3.2451,0.5517099271
2016-06-09 18:00:00,5.0,198.0,1.5451,4.7553,0.6017099271
2016-06-09 19:00:00,4.5,197.0,1.3157,4.3034,0.5117099271
2016-06-09 20:00:00,2.1,205.0,0.8875,1.9032,0.4017099271
2016-06-09 21:00:00,1.6,251.0,1.5128,0.5209,0.3417099271
2016-06-09 22:00:00,0.6,360.0,-0.0,-0.6,0.3117099271
2016-06-09 23:00:00,1.0,232.0,0.788,0.6157,0.2717099271
2016-06-10 00:00:00,1.1,318.0,0.736,-0.8175,0.2417099271
2016-06-10 01:00:00,0.7,323.0,0.4213,-0.559,0.2317099271
2016-06-10 02:00:00,0.6,306.0,0.4854,-0.3527,0.2817099271
2016-06-10 03:00:00,1.2,326.0,0.671,-0.9948,0.3917099271
2016-06-10 04:00:00,0.5,253.0,0.4782,0.1462,0.5217099271
2016-06-10 05:00:00,1.5,327.0,0.817,-1.258,0.6417099271
2016-06-10 06:00:00,1.3,308.0,1.0244,-0.8004,0.6617099271
2016-06-10 07:00:00,1.5,320.0,0.9642,-1.1491,0.5717099271
2016-06-10 08:00:00,1.4,329.0,0.7211,-1.2,0.4217099271
2016-06-10 09:00:00,2.2,347.0,0.4949,-2.1436,0.2717099271
2016-06-10 10:00:00,1.5,343.0,0.4386,-1.4345,0.1617099271
2016-06-10 11:00:00,0.8,210.0,0.4,0.6928,0.1017099271
2016-06-10 12:00:00,6.4,179.0,-0.1117,6.399,0.061709927139999995
2016-06-10 13:00:00,5.8,193.0,1.3047,5.6513,0.04170992714
2016-06-10 14:00:00,7.6,199.0,2.4743,7.1859,0.04170992714
2016-06-10 15:00:00,6.5,216.0,3.8206,5.2586,0.1117099271
2016-06-10 16:00:00,5.9,247.0,5.431,2.3053,0.2817099271
2016-06-10 17:00:00,7.2,232.0,5.6737,4.4328,0.5117099271
2016-06-10 18:00:00,5.7,242.0,5.0328,2.676,0.6917099270999999
2016-06-10 19:00:00,4.6,242.0,4.0616,2.1596,0.7317099270999999
2016-06-10 20:00:00,4.7,243.0,4.1877,2.1338,0.6017099271
2016-06-10 21:00:00,3.2,253.0,3.0602,0.9356,0.4417099271
2016-06-10 22:00:00,3.0,255.0,2.8978,0.7765,0.3817099271
2016-06-10 23:00:00,2.2,278.0,2.1786,-0.3062,0.3817099271
2016-06-11 00:00:00,0.8,134.0,-0.5755,0.5557,0.3717099271
2016-06-11 01:00:00,2.2,258.0,2.1519,0.4574,0.3217099271
2016-06-11 02:00:00,1.6,232.0,1.2608,0.9851,0.2817099271
2016-06-11 03:00:00,3.5,255.0,3.3807,0.9059,0.3117099271
2016-06-11 04:00:00,1.8,277.0,1.7866,-0.2194,0.4017099271
2016-06-11 05:00:00,2.9,281.0,2.8467,-0.5533,0.5117099271
2016-06-11 06:00:00,1.8,311.0,1.3585,-1.1809,0.5917099271
2016-06-11 07:00:00,1.9,349.0,0.3625,-1.8651,0.6017099271
2016-06-11 08:00:00,1.8,292.0,1.6689,-0.6743,0.5217099271
2016-06-11 09:00:00,2.7,257.0,2.6308,0.6074,0.3917099271
2016-06-11 10:00:00,1.0,350.0,0.1736,-0.9848,0.2717099271
2016-06-11 11:00:00,1.5,301.0,1.2858,-0.7726,0.1917099271
2016-06-11 12:00:00,1.6,226.0,1.1509,1.1115,0.1717099271
2016-06-11 13:00:00,1.8,223.0,1.2276,1.3164,0.1717099271
2016-06-11 14:00:00,1.2,232.0,0.9456,0.7388,0.1317099271
2016-06-11 15:00:00,3.0,268.0,2.9982,0.1047,0.1117099271
2016-06-11 16:00:00,3.6,247.0,3.3138,1.4066,0.2017099271
2016-06-11 17:00:00,1.8,237.0,1.5096,0.9804,0.3717099271
2016-06-11 18:00:00,1.9,246.0,1.7357,0.7728,0.5617099271
2016-06-11 19:00:00,0.3,148.0,-0.159,0.2544,0.6717099270999999
2016-06-11 20:00:00,1.8,206.0,0.7891,1.6178,0.6717099270999999
2016-06-11 21:00:00,0.6,323.0,0.3611,-0.4792,0.5717099271
2016-06-11 22:00:00,3.2,259.0,3.1412,0.6106,0.4817099271
2016-06-11 23:00:00,1.5,304.0,1.2436,-0.8388,0.4517099271
2016-06-12 00:00:00,1.9,284.0,1.8436,-0.4597,0.4517099271
2016-06-12 01:00:00,2.1,272.0,2.0987,-0.0733,0.4217099271
2016-06-12 02:00:00,0.5,277.0,0.4963,-0.0609,0.3717099271
2016-06-12 03:00:00,1.0,322.0,0.6157,-0.788,0.3317099271
2016-06-12 04:00:00,0.6,321.0,0.3776,-0.4663,0.3717099271
2016-06-12 05:00:00,0.7,198.0,0.2163,0.6657,0.46170992710000003
2016-06-12 06:00:00,1.6,213.0,0.8714,1.3419,0.5817099271
2016-06-12 07:00:00,2.1,280.0,2.0681,-0.3647,0.6817099270999999
2016-06-12 08:00:00,2.2,211.0,1.1331,1.8858,0.7017099270999999
2016-06-12 09:00:00,1.5,275.0,1.4943,-0.1307,0.6417099271
2016-06-12 10:00:00,1.8,286.0,1.7303,-0.4961,0.5217099271
2016-06-12 11:00:00,1.7,264.0,1.6907,0.1777,0.3817099271
2016-06-12 12:00:00,1.5,319.0,0.9841,-1.1321,0.3217099271
2016-06-12 13:00:00,3.0,231.0,2.3314,1.888,0.3117099271
2016-06-12 14:00:00,3.0,216.0,1.7634,2.4271,0.2817099271
2016-06-12 15:00:00,4.4,195.0,1.1388,4.2501,0.2317099271
2016-06-12 16:00:00,4.7,213.0,2.5598,3.9418,0.2217099271
2016-06-12 17:00:00,4.1,189.0,0.6414,4.0495,0.3017099271
2016-06-12 18:00:00,5.1,193.0,1.1473,4.9693,0.4317099271
2016-06-12 19:00:00,5.0,195.0,1.2941,4.8296,0.5617099271
2016-06-12 20:00:00,4.7,198.0,1.4524,4.47,0.6517099271
2016-06-12 21:00:00,2.4,213.0,1.3071,2.0128,0.6417099271
2016-06-12 22:00:00,1.9,220.0,1.2213,1.4555,0.5717099271
2016-06-12 23:00:00,1.4,216.0,0.8229,1.1326,0.5217099271
2016-06-13 00:00:00,0.4,328.0,0.212,-0.3392,0.5017099271
2016-06-13 01:00:00,1.7,216.0,0.9992,1.3753,0.4717099271
2016-06-13 02:00:00,1.8,212.0,0.9539,1.5265,0.4017099271
2016-06-13 03:00:00,1.5,312.0,1.1147,-1.0037,0.3317099271
2016-06-13 04:00:00,1.5,315.0,1.0607,-1.0607,0.2917099271
2016-06-13 05:00:00,1.4,322.0,0.8619,-1.1032,0.3117099271
2016-06-13 06:00:00,1.4,312.0,1.0404,-0.9368,0.4017099271
2016-06-13 07:00:00,1.2,316.0,0.8336,-0.8632,0.5117099271
2016-06-13 08:00:00,1.6,313.0,1.1702,-1.0912,0.5817099271
2016-06-13 09:00:00,1.1,315.0,0.7778,-0.7778,0.6117099271
2016-06-13 10:00:00,1.3,311.0,0.9811,-0.8529,0.5617099271
2016-06-13 11:00:00,0.7,307.0,0.559,-0.4213,0.4517099271
2016-06-13 12:00:00,0.5,341.0,0.1628,-0.4728,0.3717099271
2016-06-13 13:00:00,1.8,105.0,-1.7387,0.4659,0.3317099271
2016-06-13 14:00:00,1.7,117.0,-1.5147,0.7718,0.2817099271
2016-06-13 15:00:00,1.8,100.0,-1.7727,0.3126,0.2117099271
2016-06-13 16:00:00,1.6,123.0,-1.3419,0.8714,0.1517099271
2016-06-13 17:00:00,2.2,135.0,-1.5556,1.5556,0.1317099271
2016-06-13 18:00:00,2.2,108.0,-2.0923,0.6798,0.2017099271
2016-06-13 19:00:00,1.4,103.0,-1.3641,0.3149,0.3517099271
2016-06-13 20:00:00,1.6,86.0,-1.5961,-0.1116,0.5017099271
2016-06-13 21:00:00,1.2,347.0,0.2699,-1.1692,0.5717099271
2016-06-13 22:00:00,1.2,353.0,0.1462,-1.1911,0.5717099271
2016-06-13 23:00:00,1.3,337.0,0.508,-1.1967,0.5317099271
2016-06-14 00:00:00,1.5,337.0,0.5861,-1.3808,0.4817099271
2016-06-14 01:00:00,1.1,351.0,0.1721,-1.0865,0.4217099271
2016-06-14 02:00:00,1.3,343.0,0.3801,-1.2432,0.3417099271
2016-06-14 03:00:00,1.4,1.0,-0.0244,-1.3998,0.2317099271
2016-06-14 04:00:00,2.0,342.0,0.618,-1.9021,0.1417099271
2016-06-14 05:00:00,1.6,332.0,0.7512,-1.4127,0.1117099271
2016-06-14 06:00:00,1.5,9.0,-0.2347,-1.4815,0.1317099271
2016-06-14 07:00:00,1.9,333.0,0.8626,-1.6929,0.2317099271
2016-06-14 08:00:00,1.3,347.0,0.2924,-1.2667,0.3717099271
2016-06-14 09:00:00,1.1,4.0,-0.0767,-1.0973,0.4917099271
2016-06-14 10:00:00,1.6,335.0,0.6762,-1.4501,0.5117099271
2016-06-14 11:00:00,1.8,349.0,0.3435,-1.7669,0.4417099271
2016-06-14 12:00:00,2.0,62.0,-1.7659,-0.9389,0.3617099271
2016-06-14 13:00:00,3.9,63.0,-3.4749,-1.7706,0.2917099271
2016-06-14 14:00:00,4.0,65.0,-3.6252,-1.6905,0.2217099271
2016-06-14 15:00:00,4.4,66.0,-4.0196,-1.7896,0.1517099271
2016-06-14 16:00:00,3.2,51.0,-2.4869,-2.0138,0.061709927139999995
2016-06-14 17:00:00,2.7,55.0,-2.2117,-1.5487,-0.01829007286
2016-06-14 18:00:00,2.1,83.0,-2.0843,-0.2559,-0.038290072859999996
2016-06-14 19:00:00,1.6,133.0,-1.1702,1.0912,0.02170992714
2016-06-14 20:00:00,1.7,154.0,-0.7452,1.5279,0.1517099271
2016-06-14 21:00:00,1.3,120.0,-1.1258,0.65,0.3017099271
2016-06-14 22:00:00,1.4,238.0,1.1873,0.7419,0.3917099271
2016-06-14 23:00:00,1.3,270.0,1.3,-0.0,0.4317099271
2016-06-15 00:00:00,1.1,307.0,0.8785,-0.662,0.3917099271
2016-06-15 01:00:00,1.1,323.0,0.662,-0.8785,0.3017099271
2016-06-15 02:00:00,1.3,325.0,0.7456,-1.0649,0.1817099271
2016-06-15 03:00:00,0.7,320.0,0.45,-0.5362,0.07170992713999999
2016-06-15 04:00:00,1.9,349.0,0.3625,-1.8651,-0.048290072860000005
2016-06-15 05:00:00,2.0,341.0,0.6511,-1.891,-0.1482900729
2016-06-15 06:00:00,1.6,350.0,0.2778,-1.5757,-0.1982900729
2016-06-15 07:00:00,1.1,304.0,0.9119,-0.6151,-0.1482900729
2016-06-15 08:00:00,1.3,324.0,0.7641,-1.0517,-0.02829007286
2016-06-15 09:00:00,1.4,324.0,0.8229,-1.1326,0.1317099271
2016-06-15 10:00:00,1.3,328.0,0.6889,-1.1025,0.2717099271
2016-06-15 11:00:00,1.1,10.0,-0.191,-1.0833,0.3117099271
2016-06-15 12:00:00,1.3,67.0,-1.1967,-0.508,0.2717099271
2016-06-15 13:00:00,1.4,94.0,-1.3966,0.0977,0.1817099271
2016-06-15 14:00:00,1.9,85.0,-1.8928,-0.1656,0.1017099271
2016-06-15 15:00:00,2.5,93.0,-2.4966,0.1308,0.0017099271399999998
2016-06-15 16:00:00,2.0,91.0,-1.9997,0.0349,-0.10829007289999999
2016-06-15 17:00:00,2.8,88.0,-2.7983,-0.0977,-0.2282900729
2016-06-15 18:00:00,2.2,94.0,-2.1946,0.1535,-0.28829007289999997
2016-06-15 19:00:00,1.2,67.0,-1.1046,-0.4689,-0.2782900729
2016-06-15 20:00:00,0.6,45.0,-0.4243,-0.4243,-0.1882900729
2016-06-15 21:00:00,0.4,291.0,0.3734,-0.1433,-0.048290072860000005
2016-06-15 22:00:00,0.9,82.0,-0.8912,-0.1253,0.1217099271
2016-06-15 23:00:00,0.6,109.0,-0.5673,0.1953,0.2617099271
2016-06-16 00:00:00,0.3,302.0,0.2544,-0.159,0.3017099271
2016-06-16 01:00:00,0.8,335.0,0.3381,-0.725,0.2417099271
2016-06-16 02:00:00,0.4,298.0,0.3532,-0.1878,0.1117099271
2016-06-16 03:00:00,0.7,327.0,0.3812,-0.5871,-0.038290072859999996
2016-06-16 04:00:00,0.6,348.0,0.1247,-0.5869,-0.1982900729
2016-06-16 05:00:00,0.4,244.0,0.3595,0.1753,-0.3282900729
2016-06-16 06:00:00,0.6,327.0,0.3268,-0.5032,-0.4182900729
2016-06-16 07:00:00,0.7,309.0,0.544,-0.4405,-0.4282900729
2016-06-16 08:00:00,1.0,71.0,-0.9455,-0.3256,-0.3582900729
2016-06-16 09:00:00,0.3,6.0,-0.0314,-0.2984,-0.1882900729
2016-06-16 10:00:00,0.8,317.0,0.5456,-0.5851,0.02170992714
2016-06-16 11:00:00,1.3,304.0,1.0777,-0.727,0.1917099271
2016-06-16 12:00:00,1.1,164.0,-0.3032,1.0574,0.2917099271
2016-06-16 13:00:00,3.0,186.0,0.3136,2.9836,0.2717099271
2016-06-16 14:00:00,3.3,180.0,0.0,3.3,0.1617099271
2016-06-16 15:00:00,2.7,187.0,0.329,2.6799,0.0017099271399999998
2016-06-16 16:00:00,2.4,182.0,0.0838,2.3985,-0.1382900729
2016-06-16 17:00:00,2.3,179.0,-0.0401,2.2996,-0.2582900729
2016-06-16 18:00:00,4.0,196.0,1.1025,3.845,-0.3582900729
2016-06-16 19:00:00,2.1,179.0,-0.0367,2.0997,-0.4182900729
2016-06-16 20:00:00,1.8,205.0,0.7607,1.6314,-0.3882900729
2016-06-16 21:00:00,1.9,208.0,0.892,1.6776,-0.2382900729
2016-06-16 22:00:00,1.1,204.0,0.4474,1.0049,-0.01829007286
2016-06-16 23:00:00,2.5,173.0,-0.3047,2.4814,0.1917099271
2016-06-17 00:00:00,2.5,217.0,1.5045,1.9966,0.3017099271
2016-06-17 01:00:00,3.4,212.0,1.8017,2.8834,0.3017099271
2016-06-17 02:00:00,3.9,205.0,1.6482,3.5346,0.2017099271
2016-06-17 03:00:00,4.9,203.0,1.9146,4.5105,0.04170992714
2016-06-17 04:00:00,1.6,228.0,1.189,1.0706,-0.1282900729
2016-06-17 05:00:00,1.9,210.0,0.95,1.6454,-0.28829007289999997
2016-06-17 06:00:00,4.2,196.0,1.1577,4.0373,-0.4282900729
2016-06-17 07:00:00,3.7,219.0,2.3285,2.8754,-0.5082900729
2016-06-17 08:00:00,3.8,217.0,2.2869,3.0348,-0.4882900729
2016-06-17 09:00:00,5.1,204.0,2.0744,4.6591,-0.3482900729
2016-06-17 10:00:00,4.2,209.0,2.0362,3.6734,-0.10829007289999999
2016-06-17 11:00:00,4.5,216.0,2.645,3.6406,0.1517099271
2016-06-17 12:00:00,4.4,210.0,2.2,3.8105,0.3617099271
2016-06-17 13:00:00,4.4,207.0,1.9976,3.9204,0.4417099271
2016-06-17 14:00:00,4.8,206.0,2.1042,4.3142,0.4017099271
2016-06-17 15:00:00,5.1,201.0,1.8277,4.7613,0.2717099271
2016-06-17 16:00:00,5.5,198.0,1.6996,5.2308,0.1017099271
2016-06-17 17:00:00,5.0,196.0,1.3782,4.8063,-0.048290072860000005
2016-06-17 18:00:00,4.6,196.0,1.2679,4.4218,-0.1682900729
2016-06-17 19:00:00,5.4,196.0,1.4884,5.1908,-0.2682900729
2016-06-17 20:00:00,3.6,202.0,1.3486,3.3379,-0.3082900729
2016-06-17 21:00:00,2.2,229.0,1.6604,1.4433,-0.2482900729
2016-06-17 22:00:00,1.7,237.0,1.4257,0.9259,-0.05829007286000001
2016-06-17 23:00:00,2.1,206.0,0.9206,1.8875,0.1917099271
2016-06-18 00:00:00,1.6,226.0,1.1509,1.1115,0.4117099271
2016-06-18 01:00:00,1.1,294.0,1.0049,-0.4474,0.5117099271
2016-06-18 02:00:00,1.6,238.0,1.3569,0.8479,0.46170992710000003
2016-06-18 03:00:00,1.4,261.0,1.3828,0.219,0.3117099271
2016-06-18 04:00:00,1.5,222.0,1.0037,1.1147,0.1017099271
2016-06-18 05:00:00,1.0,302.0,0.848,-0.5299,-0.09829007286
2016-06-18 06:00:00,1.1,233.0,0.8785,0.662,-0.2782900729
2016-06-18 07:00:00,1.2,335.0,0.5071,-1.0876,-0.3982900729
2016-06-18 08:00:00,1.5,335.0,0.6339,-1.3595,-0.4482900729
2016-06-18 09:00:00,2.2,325.0,1.2619,-1.8021,-0.3682900729
2016-06-18 10:00:00,0.9,259.0,0.8835,0.1717,-0.1682900729
2016-06-18 11:00:00,1.5,321.0,0.944,-1.1657,0.1017099271
2016-06-18 12:00:00,0.7,244.0,0.6292,0.3069,0.3817099271
2016-06-18 13:00:00,1.9,169.0,-0.3625,1.8651,0.5717099271
2016-06-18 14:00:00,2.6,187.0,0.3169,2.5806,0.6217099271
2016-06-18 15:00:00,2.5,184.0,0.1744,2.4939,0.5217099271
2016-06-18 16:00:00,4.0,183.0,0.2093,3.9945,0.3617099271
2016-06-18 17:00:00,2.8,188.0,0.3897,2.7728,0.1817099271
2016-06-18 18:00:00,3.2,194.0,0.7742,3.1049,0.01170992714
2016-06-18 19:00:00,2.1,186.0,0.2195,2.0885,-0.1382900729
2016-06-18 20:00:00,1.6,171.0,-0.2503,1.5803,-0.2382900729
2016-06-18 21:00:00,1.5,182.0,0.0523,1.4991,-0.2382900729
2016-06-18 22:00:00,0.8,326.0,0.4474,-0.6632,-0.09829007286
2016-06-18 23:00:00,1.2,319.0,0.7873,-0.9057,0.1517099271
2016-06-19 00:00:00,1.1,323.0,0.662,-0.8785,0.4217099271
2016-06-19 01:00:00,0.9,313.0,0.6582,-0.6138,0.6017099271
2016-06-19 02:00:00,1.0,314.0,0.7193,-0.6947,0.6417099271
2016-06-19 03:00:00,1.2,312.0,0.8918,-0.803,0.5417099271
2016-06-19 04:00:00,1.5,322.0,0.9235,-1.182,0.3517099271
2016-06-19 05:00:00,1.2,311.0,0.9057,-0.7873,0.1217099271
2016-06-19 06:00:00,1.5,319.0,0.9841,-1.1321,-0.09829007286
2016-06-19 07:00:00,1.2,314.0,0.8632,-0.8336,-0.2782900729
2016-06-19 08:00:00,0.7,289.0,0.6619,-0.2279,-0.3982900729
2016-06-19 09:00:00,0.9,307.0,0.7188,-0.5416,-0.4182900729
2016-06-19 10:00:00,1.5,331.0,0.7272,-1.3119,-0.28829007289999997
2016-06-19 11:00:00,0.8,324.0,0.4702,-0.6472,-0.02829007286
2016-06-19 12:00:00,0.9,302.0,0.7632,-0.4769,0.2817099271
2016-06-19 13:00:00,2.2,173.0,-0.2681,2.1836,0.5517099271
2016-06-19 14:00:00,2.0,192.0,0.4158,1.9563,0.6917099270999999
2016-06-19 15:00:00,2.1,102.0,-2.0541,0.4366,0.6717099270999999
2016-06-19 16:00:00,1.9,148.0,-1.0068,1.6113,0.5417099271
2016-06-19 17:00:00,2.9,182.0,0.1012,2.8982,0.3617099271
2016-06-19 18:00:00,4.3,188.0,0.5984,4.2582,0.1517099271
2016-06-19 19:00:00,4.1,181.0,0.0716,4.0994,-0.06829007286000001
2016-06-19 20:00:00,3.9,194.0,0.9435,3.7842,-0.2182900729
2016-06-19 21:00:00,3.4,196.0,0.9372,3.2683,-0.2782900729
2016-06-19 22:00:00,1.2,240.0,1.0392,0.6,-0.2182900729
2016-06-19 23:00:00,1.6,325.0,0.9177,-1.3106,-0.048290072860000005
2016-06-20 00:00:00,1.6,324.0,0.9405,-1.2944,0.2017099271
2016-06-20 01:00:00,1.4,324.0,0.8229,-1.1326,0.4417099271
2016-06-20 02:00:00,1.2,310.0,0.9193,-0.7713,0.5717099271
2016-06-20 03:00:00,1.2,324.0,0.7053,-0.9708,0.5417099271
2016-06-20 04:00:00,1.4,322.0,0.8619,-1.1032,0.3717099271
2016-06-20 05:00:00,2.0,229.0,1.5094,1.3121,0.1417099271
2016-06-20 06:00:00,2.4,220.0,1.5427,1.8385,-0.08829007286
2016-06-20 07:00:00,3.1,219.0,1.9509,2.4092,-0.2982900729
2016-06-20 08:00:00,2.7,223.0,1.8414,1.9747,-0.4482900729
2016-06-20 09:00:00,2.4,226.0,1.7264,1.6672,-0.5182900729
2016-06-20 10:00:00,2.8,227.0,2.0478,1.9096,-0.4882900729
2016-06-20 11:00:00,2.8,220.0,1.7998,2.1449,-0.2982900729
2016-06-20 12:00:00,2.5,217.0,1.5045,1.9966,0.0017099271399999998
2016-06-20 13:00:00,3.7,197.0,1.0818,3.5383,0.3317099271
2016-06-20 14:00:00,4.3,190.0,0.7467,4.2347,0.5817099271
2016-06-20 15:00:00,4.9,194.0,1.1854,4.7544,0.6717099270999999
2016-06-20 16:00:00,5.3,195.0,1.3717,5.1194,0.6117099271
2016-06-20 17:00:00,4.7,188.0,0.6541,4.6543,0.4717099271
2016-06-20 18:00:00,5.0,188.0,0.6959,4.9513,0.2817099271
2016-06-20 19:00:00,3.9,185.0,0.3399,3.8852,0.08170992714
2016-06-20 20:00:00,4.2,194.0,1.0161,4.0752,-0.09829007286
2016-06-20 21:00:00,4.3,197.0,1.2572,4.1121,-0.2182900729
2016-06-20 22:00:00,2.1,223.0,1.4322,1.5358,-0.2382900729
2016-06-20 23:00:00,2.2,225.0,1.5556,1.5556,-0.1182900729
2016-06-21 00:00:00,1.8,295.0,1.6314,-0.7607,0.1217099271
2016-06-21 01:00:00,2.1,308.0,1.6548,-1.2929,0.3817099271
2016-06-21 02:00:00,1.7,328.0,0.9009,-1.4417,0.5817099271
2016-06-21 03:00:00,1.0,333.0,0.454,-0.891,0.6717099270999999
2016-06-21 04:00:00,1.0,196.0,0.2756,0.9613,0.5917099271
2016-06-21 05:00:00,0.4,292.0,0.3709,-0.1498,0.3817099271
2016-06-21 06:00:00,2.0,220.0,1.2856,1.5321,0.1317099271
2016-06-21 07:00:00,1.4,240.0,1.2124,0.7,-0.09829007286
2016-06-21 08:00:00,1.9,227.0,1.3896,1.2958,-0.2982900729
2016-06-21 09:00:00,0.4,293.0,0.3682,-0.1563,-0.4582900729
2016-06-21 10:00:00,0.8,314.0,0.5755,-0.5557,-0.4982900729
2016-06-21 11:00:00,0.7,235.0,0.5734,0.4015,-0.4082900729
2016-06-21 12:00:00,2.0,180.0,0.0,2.0,-0.17829007289999999
2016-06-21 13:00:00,1.8,190.0,0.3126,1.7727,0.1517099271
2016-06-21 14:00:00,2.7,164.0,-0.7442,2.5954,0.46170992710000003
2016-06-21 15:00:00,1.9,108.0,-1.807,0.5871,0.6517099271
2016-06-21 16:00:00,1.0,321.0,0.6293,-0.7771,0.6617099271
2016-06-21 17:00:00,1.6,110.0,-1.5035,0.5472,0.5417099271
2016-06-21 18:00:00,2.2,79.0,-2.1596,-0.4198,0.3617099271
2016-06-21 19:00:00,2.6,79.0,-2.5522,-0.4961,0.1717099271
2016-06-21 20:00:00,1.7,62.0,-1.501,-0.7981,0.0017099271399999998
2016-06-21 21:00:00,1.1,12.0,-0.2287,-1.076,-0.1382900729
